,i,text,lemma,event_id,event_label,correct_event_nonevent_prediction,Tag,Annotation_ID,Multi_Token_Annotation,main_tags_in_events,main_tags_in_non_events,reference_to_diegesis
138,138,auf,auf,6,non_event, ,O,none,0,,,
139,139,den,der,6,non_event, ,O,none,0,,,
140,140,Damm,Damm,6,non_event, ,B-Ort-Container,C52D840E-F8D6-4FFD-9C7C-138E6D7B95BF,1,,,
141,141,",",",",_,_, ,O,none,0,,,
142,142,der,der,6,non_event, ,O,none,0,,,
143,143,zur,zu,6,non_event, ,B-Richtung-ALT,6DC54D4D-B6B7-45ED-A1E9-5A1DA43CBDD2,1,,,
144,144,Stadt,Stadt,6,non_event, ,B-Ort-Container,E7360FF7-8638-4D87-93B2-D66CDB960C39,1,,,
145,145,führt,führen,6,non_event, ,B-Bewegung-ALT,515D7FD7-F34F-4360-9628-9012163C0318,1,,,
146,146,",",",",_,_, ,O,none,0,,,
147,147,wirf,werfen,_,_, ,B-Bewegung-Licht,030FEB1E-E1A0-4607-943F-ACC9C79B3E9A,2,,,
148,148,deinen,dein,_,_, ,O,none,0,,,
149,149,falben,falb,_,_, ,O,none,0,,,
150,150,Schein,Schein,_,_, ,O,none,0,,,
151,151,nicht,nicht,_,_, ,O,none,0,,,
152,152,allzuschräge,allzuschräge,_,_, ,O,none,0,,,
153,153,über,über,_,_, ,B-Richtung,EF7E5EAC-E79A-4421-A29C-209F1149B9F2,1,,,
154,154,den,der,_,_, ,O,none,0,,,
155,155,Weg,Weg,_,_, ,B-Ort-Container,6E4E5D0E-342C-4367-83AE-B9F9F3FDC095,1,,,
156,156,hinaus,hinaus,_,_, ,B-Bewegung-Licht,030FEB1E-E1A0-4607-943F-ACC9C79B3E9A,2,,,
157,157,",",",",_,_, ,O,none,0,,,
158,158,denn,denn,7,stative_event, ,O,none,0,,,
159,159,linker,linker,7,stative_event, ,B-Positionierung,1B1F7EB6-606B-4AD2-9373-2455F2ECCEC0,2,,,
160,160,Hand,Hand,7,stative_event, ,I-Positionierung,1B1F7EB6-606B-4AD2-9373-2455F2ECCEC0,2,,,
161,161,geht,gehen,7,stative_event, ,B-Bewegung-ALT,01262C63-D129-4318-9B06-C4AA1248B6A8,1,,,
162,162,es,es,7,stative_event, ,O,none,0,,,
163,163,abschüssig,abschüssig,7,stative_event, ,O,none,0,,,
164,164,in,in,7,stative_event, ,B-Richtung-ALT,9D0E282F-1B9E-4CF6-8ECA-000A261ED51B,1,,,
165,165,Sumpf,Sumpf,7,stative_event, ,B-Ort-Container,B3558535-1611-4816-97E4-0EEDE82E5790,1,,,
166,166,und,und,7,stative_event, ,O,none,0,,,
167,167,Wasser,Wasser,7,stative_event, ,B-Ort-Container,B3994A46-FD82-40EB-A0EC-3CB1C5BACADD,1,,,
168,168,.,.,_,_, ,O,none,0,,,
169,169,Pfui,Pfui,_,_, ,O,none,0,,,
170,170,",",",",_,_, ,O,none,0,,,
171,171,du,du,_,_, ,O,none,0,,,
172,172,Lügner,Lügner,_,_, ,O,none,0,,,
173,173,!,!,_,_, ,O,none,0,,,
174,174,da,da,8,stative_event, ,B-Positionierung,5B718E32-E988-44E0-A099-38E0C74D60DB,1,,,
175,175,ist,sein,8,stative_event, ,O,none,0,,,
176,176,der,der,8,stative_event, ,O,none,0,,,
177,177,Sumpf,Sumpf,8,stative_event, ,B-Ort-Container-BK,E4A5E415-3ED4-4F9F-8C48-83D4E0EB9E50,1,,,
178,178,",",",",_,_, ,O,none,0,,,
179,179,und,und,9,process, ,O,none,0,,,
180,180,der,der,9,process, ,O,none,0,,,
181,181,Schuh,Schuh,9,process, ,O,none,0,,,
182,182,blieb,bleiben,9,process, ,B-Bewegung-Objekt,E12513F6-9CE7-49B3-A093-A5B00BD0ADE7,2,,,
183,183,darin,darin,9,process, ,B-Positionierung,C7687FAE-1CBB-4376-AB05-CB7920A8B0F1,1,,,
184,184,stecken,stecken,9,process, ,B-Bewegung-Objekt,E12513F6-9CE7-49B3-A093-A5B00BD0ADE7,2,,,
185,185,.,.,_,_, ,O,none,0,,,
186,186,Aber,aber,10,stative_event, ,O,none,0,,,
187,187,dir,dir,10,stative_event, ,O,none,0,,,
188,188,ist,sein,10,stative_event, ,O,none,0,,,
189,189,das,der,10,stative_event, ,O,none,0,,,
190,190,gerade,gerade,10,stative_event, ,O,none,0,,,
191,191,recht,Recht,10,stative_event, ,O,none,0,,,
192,192,",",",",_,_, ,O,none,0,,,
193,193,Täuschen,täuschen,10,stative_event, ,O,none,0,,,
194,194,und,und,10,stative_event, ,O,none,0,,,
195,195,Betrügen,Betrug,10,stative_event, ,O,none,0,,,
196,196,ist,sein,10,stative_event, ,O,none,0,,,
197,197,deine,dein,10,stative_event, ,O,none,0,,,
198,198,liebste,lieb,10,stative_event, ,O,none,0,,,
199,199,Arbeit,Arbeit,10,stative_event, ,O,none,0,,,
200,200,",",",",_,_, ,O,none,0,,,
201,201,du,du,_,_, ,O,none,0,,,
202,202,Phantast,Phantast,_,_, ,O,none,0,,,
203,203,unter,unter,_,_, ,B-Positionierung,D0F1C050-23BC-4A3B-B567-1A6652C08AAE,1,,,
204,204,den,der,_,_, ,O,none,0,,,
205,205,Sternen,Stern,_,_, ,B-Ort-Objekt,ADCEC6A0-770F-45D4-B870-4847492462CD,1,,,
206,206,.,.,_,_, ,O,none,0,,,
207,207,Man,man,11,process, ,O,none,0,,,
208,208,wundert,wundern,11,process, ,O,none,0,,,
209,209,sich,sich,11,process, ,O,none,0,,,
210,210,allgemein,allgemein,11,process, ,O,none,0,,,
211,211,",",",",_,_, ,O,none,0,,,
212,212,daß,daß,11,process, ,O,none,0,,,
213,213,die,der,11,process, ,O,none,0,,,
214,214,Menschen,Mensch,11,process, ,O,none,0,,,
215,215,der,der,11,process, ,O,none,0,,,
216,216,Vorzeit,Vorzeit,11,process, ,O,none,0,,,
217,217,dich,sich,11,process, ,O,none,0,,,
218,218,als,als,11,process, ,O,none,0,,,
219,219,Gott,Gott,11,process, ,O,none,0,,,
220,220,verehrten,verehren,11,process, ,O,none,0,,,
221,221,.,.,_,_, ,O,none,0,,,
222,222,Einst,einst,12,process, ,O,none,0,,,
223,223,hat,haben,12,process, ,O,none,0,,,
224,224,das,der,12,process, ,O,none,0,,,
225,225,griechische,griechisch,12,process, ,O,none,0,,,
226,226,Mädchen,Mädchen,12,process, ,O,none,0,,,
227,227,dich,sich,12,process, ,O,none,0,,,
228,228,Selene,Selene,12,process, ,O,none,0,,,
229,229,gerufen,rufen,12,process, ,B-Bewegung-ALT,CC09F724-06B4-4CBE-B83A-7C4930EF1ECB,1,,,
230,230,und,und,13,process, ,O,none,0,,,
231,231,sie,sie,13,process, ,O,none,0,,,
232,232,hat,haben,13,process, ,O,none,0,,,
233,233,dir,dir,13,process, ,O,none,0,,,
234,234,die,der,13,process, ,O,none,0,,,
235,235,Schale,Schale,13,process, ,O,none,0,,,
236,236,mit,mit,13,process, ,O,none,0,,,
237,237,purpurnem,purpurn,13,process, ,O,none,0,,,
238,238,Mohn,Mohn,13,process, ,O,none,0,,,
239,239,bekränzt,bekränzen,_,_, ,B-Bewegung-Subjekt,C9EA59FE-18F2-481A-BC8D-F34C521E3756,1,,,
240,240,",",",",_,_, ,O,none,0,,,
241,241,um,um,_,_, ,O,none,0,,,
242,242,durch,durch,_,_, ,O,none,0,,,
243,243,deinen,dein,_,_, ,O,none,0,,,
244,244,Zauber,Zauber,_,_, ,O,none,0,,,
245,245,den,der,_,_, ,O,none,0,,,
246,246,treulosen,treulos,_,_, ,O,none,0,,,
247,247,Geliebten,geliebter,_,_, ,O,none,0,,,
248,248,zu,zu,_,_, ,B-Richtung,F7084120-0760-4EAE-9553-71933B0383D3,1,,,
249,249,ihrer,ihr,_,_, ,O,none,0,,,
250,250,Thürschwelle,Thürschwelle,_,_, ,B-Ort-Container-BK,7266DCFE-E328-4029-8CD1-F5616EF5B2C4,1,,,
251,251,zu,zu,_,_, ,O,none,0,,,
252,252,locken,locken,_,_, ,B-Bewegung-Subjekt,2F59CED7-7BE0-44BA-B0E9-0BBD2DBDB0B4,1,,,
253,253,.,.,_,_, ,O,none,0,,,
254,254,Damit,damit,14,stative_event, ,O,none,0,,,
255,255,ist,sein,14,stative_event, ,O,none,0,,,
256,256,es,es,14,stative_event, ,O,none,0,,,
257,257,für,für,14,stative_event, ,O,none,0,,,
258,258,immer,immer,14,stative_event, ,O,none,0,,,
259,259,vorbei,vorbei,14,stative_event, ,O,none,0,,,
260,260,.,.,14,stative_event, ,O,none,0,,,
261,261,Wir,wir,15,process, ,O,none,0,,,
262,262,haben,haben,15,process, ,B-Bewegung-ALT,A824DCE2-758A-424F-899B-FD535A133589,1,,,
263,263,die,der,15,process, ,O,none,0,,,
264,264,Wissenschaft,Wissenschaft,15,process, ,O,none,0,,,
265,265,und,und,15,process, ,O,none,0,,,
266,266,Photogen,Photoge,15,process, ,O,none,0,,,
267,267,",",",",_,_, ,O,none,0,,,
268,268,und,und,16,process, ,O,none,0,,,
269,269,du,du,16,process, ,O,none,0,,,
270,270,bist,sein,16,process, ,O,none,0,,,
271,271,herabgekommen,herabkommen,16,process, ,B-Bewegung-ALT,D1AD074E-17C5-413B-923C-F0A48E0C9845,1,,,
272,272,zu,zu,16,process, ,B-Richtung-ALT,2B080BFC-A598-4A6E-8C06-59EBED093541,1,,,
273,273,einem,ein,16,process, ,O,none,0,,,
274,274,armen,arm,16,process, ,O,none,0,,,
275,275,alten,alt,16,process, ,O,none,0,,,
276,276,Gaukler,Gaukler,16,process, ,O,none,0,,,
277,277,",",",",_,_, ,O,none,0,,,
278,278,der,der,_,_, ,O,none,0,,,
279,279,fern,fern,_,_, ,B-Dimensionierung-Abstand,4BD61D88-D44C-4565-AD84-B4F11215EDF1,1,,,
280,280,von,von,_,_, ,B-Positionierung,AFA393F1-1F9D-4522-B288-91E548C07EBD,1,,,
281,281,Menschen,Mensch,_,_, ,O,none,0,,,
282,282,im,in,_,_, ,B-Positionierung,E9427E71-4184-4FB7-92E4-3C5E09E5A7C7,1,,,
283,283,Walde,Wald,_,_, ,B-Ort-Container,2E23FDF8-7150-41D0-9710-8C048F8680C6,1,,,
284,284,umherflackert,umherflackern,_,_, ,B-Bewegung-Licht,B279AA5C-8F07-4E11-938B-800367F9420C,1,,,
285,285,.,.,_,_, ,O,none,0,,,
286,286,Zu,zu,_,_, ,B-Richtung-ALT,0B83F423-9A98-46B3-8F3C-9EABDDC876F5,1,,,
287,287,einem,ein,_,_, ,O,none,0,,,
288,288,Gaukler,Gaukler,_,_, ,O,none,0,,,
289,289,!,!,_,_, ,O,none,0,,,
290,290,Man,man,17,process, ,O,none,0,,,
291,291,erweist,erweisen,17,process, ,O,none,0,,,
292,292,dir,dir,17,process, ,O,none,0,,,
293,293,noch,noch,17,process, ,O,none,0,,,
294,294,allzuviel,allzuviel,17,process, ,O,none,0,,,
295,295,Ehre,Ehre,17,process, ,O,none,0,,,
296,296,",",",",_,_, ,O,none,0,,,
297,297,wenn,wenn,17,process, ,O,none,0,,,
298,298,man,man,17,process, ,O,none,0,,,
299,299,dich,sich,17,process, ,O,none,0,,,
300,300,überhaupt,überhaupt,17,process, ,O,none,0,,,
301,301,als,als,17,process, ,O,none,0,,,
302,302,lebendes,lebend,17,process, ,O,none,0,,,
303,303,Wesen,Wesen,17,process, ,O,none,0,,,
304,304,behandelt,behandeln,17,process, ,O,none,0,,,
305,305,.,.,_,_, ,O,none,0,,,
306,306,Was,was,18,stative_event, ,O,none,0,,,
307,307,bist,sein,18,stative_event, ,O,none,0,,,
308,308,du,du,18,stative_event, ,O,none,0,,,
309,309,denn,denn,18,stative_event, ,O,none,0,,,
310,310,eigentlich,eigentlich,18,stative_event, ,O,none,0,,,
311,311,?,?,18,stative_event, ,O,none,0,,,
312,312,eine,ein,_,_, ,O,none,0,,,
313,313,Kugel,Kugel,_,_, ,O,none,0,,,
314,314,ausgebrannter,ausgebrannt,_,_, ,O,none,0,,,
315,315,blasiger,blasig,_,_, ,O,none,0,,,
316,316,Schlacke,Schlacke,_,_, ,O,none,0,,,
317,317,",",",",_,_, ,O,none,0,,,
318,318,luftlos,luftlos,_,_, ,O,none,0,,,
319,319,",",",",_,_, ,O,none,0,,,
320,320,farbenlos,farbenlos,_,_, ,O,none,0,,,
321,321,",",",",_,_, ,O,none,0,,,
322,322,wasserlos,wasserlos,_,_, ,O,none,0,,,
323,323,.,.,_,_, ,O,none,0,,,
324,324,Bah,Bah,_,_, ,O,none,0,,,
325,325,!,!,_,_, ,O,none,0,,,
326,326,eine,ein,_,_, ,O,none,0,,,
327,327,Kugel,Kugel,_,_, ,O,none,0,,,
328,328,?,?,_,_, ,O,none,0,,,
329,329,Unsere,unser,19,stative_event, ,O,none,0,,,
330,330,Gelehrten,gelehrte,19,stative_event, ,O,none,0,,,
331,331,wissen,wissen,19,stative_event, ,O,none,0,,,
332,332,",",",",_,_, ,O,none,0,,,
333,333,daß,daß,19,stative_event, ,O,none,0,,,
334,334,du,du,19,stative_event, ,O,none,0,,,
335,335,nicht,nicht,19,stative_event, ,O,none,0,,,
336,336,einmal,einmal,19,stative_event, ,O,none,0,,,
337,337,rund,rund,19,stative_event, ,O,none,0,,,
338,338,bist,sein,19,stative_event, ,O,none,0,,,
339,339,",",",",_,_, ,O,none,0,,,
340,340,auch,auch,19,stative_event, ,O,none,0,,,
341,341,darin,darin,19,stative_event, ,O,none,0,,,
342,342,lügst,lügst,19,stative_event, ,O,none,0,,,
343,343,du,du,19,stative_event, ,O,none,0,,,
344,344,.,.,_,_, ,O,none,0,,,
345,345,Wir,wir,20,process, ,O,none,0,,,
346,346,von,von,20,process, ,B-Positionierung,9D327AB3-25F3-4BDA-B09B-A4C87847593B,1,,,
347,347,der,der,20,process, ,O,none,0,,,
348,348,Erde,Erde,20,process, ,B-Ort-Container,EFA660F8-8B31-46FB-9CE1-A83B5A151E21,1,,,
349,349,haben,haben,20,process, ,O,none,0,,,
350,350,dich,sich,20,process, ,O,none,0,,,
351,351,nach,nach,20,process, ,B-Richtung,CE52B872-61E9-4F4B-8118-359379A38CBD,1,,,
352,352,unserer,unser,20,process, ,O,none,0,,,
353,353,Seite,Seite,20,process, ,O,none,0,,,
354,354,in,in,20,process, ,O,none,0,,,
355,355,die,der,20,process, ,O,none,0,,,
356,356,Länge,Länge,20,process, ,O,none,0,,,
357,357,gezogen,ziehen,20,process, ,B-Bewegung-Objekt,57796BDA-4E8F-4F7A-B13E-0196014FB4D5,1,,,
358,358,.,.,20,process, ,O,none,0,,,
359,359,Du,du,21,stative_event, ,O,none,0,,,
360,360,bist,sein,21,stative_event, ,O,none,0,,,
361,361,gewissermaßen,gewissermaßen,21,stative_event, ,O,none,0,,,
362,362,zugespitzt,zuspitzen,21,stative_event, ,O,none,0,,,
363,363,",",",",_,_, ,O,none,0,,,
364,364,und,und,22,stative_event, ,O,none,0,,,
365,365,deine,dein,22,stative_event, ,O,none,0,,,
366,366,Gestalt,Gestalt,22,stative_event, ,O,none,0,,,
367,367,ist,sein,22,stative_event, ,O,none,0,,,
368,368,erbärmlich,erbärmlich,22,stative_event, ,O,none,0,,,
369,369,und,und,22,stative_event, ,O,none,0,,,
370,370,unregelmäßig,unregelmäßig,22,stative_event, ,O,none,0,,,
371,371,.,.,_,_, ,O,none,0,,,
372,372,Du,du,23,stative_event, ,O,none,0,,,
373,373,bist,sein,23,stative_event, ,O,none,0,,,
374,374,nichts,nichts,23,stative_event, ,O,none,0,,,
375,375,als,als,23,stative_event, ,O,none,0,,,
376,376,eine,ein,23,stative_event, ,O,none,0,,,
377,377,Art,Art,23,stative_event, ,O,none,0,,,
378,378,großer,groß,23,stative_event, ,B-Dimensionierung-Groesse,9285D0F2-F43A-4064-B356-CBA20092D16F,1,,,
379,379,Erdrübe,Erdrübe,23,stative_event, ,O,none,0,,,
380,380,",",",",_,_, ,O,none,0,,,
381,381,welche,welcher,_,_, ,O,none,0,,,
382,382,sich,sich,_,_, ,O,none,0,,,
383,383,in,in,_,_, ,O,none,0,,,
384,384,ewiger,ewig,_,_, ,O,none,0,,,
385,385,Sklaverei,Sklaverei,_,_, ,O,none,0,,,
386,386,um,um,_,_, ,B-Richtung,22D4D5D9-5028-4653-A306-1C07777C36FA,1,,,
387,387,uns,uns,_,_, ,O,none,0,,,
388,388,herumwälzt,herumwälzen,_,_, ,B-Bewegung-Objekt,C79408B3-4E3D-438A-A51B-B40E7ECF99B4,1,,,
389,389,.,.,_,_, ,O,none,0,,,
390,390,Der,der,24,stative_event, ,O,none,0,,,
391,391,Wald,Wald,24,stative_event, ,B-Ort-Container,B178B8F6-0EF8-463B-84FE-41820ECD2A35,1,,,
392,392,lichtet,lichten,24,stative_event, ,O,none,0,,,
393,393,sich,sich,24,stative_event, ,O,none,0,,,
394,394,",",",",_,_, ,O,none,0,,,
395,395,zwischen,zwischen,24,stative_event, ,B-Positionierung,EE282AEA-6497-49F8-A253-DEF31A36E5F1,1,,,
