,i,text,lemma,event_id,event_label,correct_event_nonevent_prediction,Tag,Annotation_ID,Multi_Token_Annotation,main_tags_in_events,main_tags_in_non_events,reference_to_diegesis
123,123,.,.,_,_, ,O,none,0,,,
124,124,Auch,auch,10,stative_event, ,O,none,0,,,
125,125,kannte,kennen,10,stative_event, ,O,none,0,,,
126,126,Herta,Herta,10,stative_event, ,O,none,0,,,
127,127,den,der,10,stative_event, ,O,none,0,,,
128,128,abenteuerlichen,abenteuerlich,10,stative_event, ,O,none,0,,,
129,129,Charakter,Charakter,10,stative_event, ,O,none,0,,,
130,130,ihres,ihr,10,stative_event, ,O,none,0,,,
131,131,Vetters,Vetter,10,stative_event, ,O,none,0,,,
132,132,hinlänglich,hinlänglich,10,stative_event, ,O,none,0,,,
133,133,",",",",_,_, ,O,none,0,,,
134,134,um,um,10,stative_event, ,O,none,0,,,
135,135,in,in,10,stative_event, ,B-Positionierung-ALT,A5BCCB99-8CED-4E53-8587-4CE28E77444C,1,,,
136,136,seinem,sein,10,stative_event, ,O,none,0,,,
137,137,Vorschlage,Vorschlag,10,stative_event, ,O,none,0,,,
138,138,eben,eben,10,stative_event, ,O,none,0,,,
139,139,nichts,nichts,10,stative_event, ,O,none,0,,,
140,140,als,als,10,stative_event, ,O,none,0,,,
141,141,einen,ein,10,stative_event, ,O,none,0,,,
142,142,neuen,neu,10,stative_event, ,O,none,0,,,
143,143,romanesken,romanesk,10,stative_event, ,O,none,0,,,
144,144,Auswuchs,Auswuchs,10,stative_event, ,O,none,0,,,
145,145,seiner,sein,10,stative_event, ,O,none,0,,,
146,146,mittelalterlichen,mittelalterlich,10,stative_event, ,O,none,0,,,
147,147,Ritterlichkeit,Ritterlichkeit,10,stative_event, ,O,none,0,,,
148,148,zu,zu,10,stative_event, ,O,none,0,,,
149,149,erblicken,erblicken,10,stative_event, ,B-Bewegung-ALT,115768B5-DBE6-4DE2-8970-190460D479F7,1,,,
150,150,.,.,_,_, ,O,none,0,,,
151,151,Hätte,haben,11,non_event, ,O,none,0,,,
152,152,sie,sie,11,non_event, ,O,none,0,,,
153,153,wirklich,wirklich,11,non_event, ,O,none,0,,,
154,154,an,an,11,non_event, ,O,none,0,,,
155,155,Ausführung,Ausführung,11,non_event, ,O,none,0,,,
156,156,der,der,11,non_event, ,O,none,0,,,
157,157,Drohung,Drohung,11,non_event, ,O,none,0,,,
158,158,glauben,glauben,11,non_event, ,O,none,0,,,
159,159,können,können,11,non_event, ,O,none,0,,,
160,160,",",",",_,_, ,O,none,0,,,
161,161,dann,dann,11,non_event, ,O,none,0,,,
162,162,würde,werden,11,non_event, ,O,none,0,,,
163,163,die,der,11,non_event, ,O,none,0,,,
164,164,gegen,gegen,11,non_event, ,B-Richtung,7752E7C5-020B-44AD-969D-54384AB4E389,1,,,
165,165,ihre,ihr,11,non_event, ,O,none,0,,,
166,166,schöne,schön,11,non_event, ,O,none,0,,,
167,167,Brust,Brust,11,non_event, ,O,none,0,,,
168,168,gerichtete,gerichtet,11,non_event, ,B-Bewegung-Subjekt,0A0EDDA9-0D71-43B0-8260-CEEAD48D063F,1,,,
169,169,Mündung,Mündung,11,non_event, ,O,none,0,,,
170,170,eines,ein,11,non_event, ,O,none,0,,,
171,171,Pistols,Pistol,11,non_event, ,O,none,0,,,
172,172,wahrscheinlich,wahrscheinlich,11,non_event, ,O,none,0,,,
173,173,alle,aller,11,non_event, ,O,none,0,,,
174,174,schelmischen,schelmisch,11,non_event, ,O,none,0,,,
175,175,Träumereien,Träumerei,11,non_event, ,O,none,0,,,
176,176,aus,aus,11,non_event, ,B-Richtung-ALT,BE75C116-F1BE-4C92-83EA-F419FD539429,1,,,
177,177,ihrer,ihr,11,non_event, ,O,none,0,,,
178,178,Seele,Seele,11,non_event, ,O,none,0,,,
179,179,verscheucht,verscheuchen,11,non_event, ,B-Bewegung-ALT,C520DDBF-AF30-4BD6-B2D2-46F51FC20F1F,1,,,
180,180,haben,haben,11,non_event, ,O,none,0,,,
181,181,.,.,_,_, ,O,none,0,,,
182,182,Am,an,12,process, ,O,none,0,,,
183,183,andern,anderer,12,process, ,O,none,0,,,
184,184,Morgen,Morgen,12,process, ,O,none,0,,,
185,185,gab,geben,12,process, ,B-Bewegung-ALT,43D477B1-FF55-43A9-BCA6-E5EC4B571D27,1,,,
186,186,Herta,Herta,12,process, ,O,none,0,,,
187,187,dem,der,12,process, ,O,none,0,,,
188,188,fragenden,fragend,12,process, ,B-Bewegung-ALT,6C5C2F6F-183B-45E7-94ED-C844A6FAB5BD,1,,,
189,189,Clemens,Clemens,12,process, ,O,none,0,,,
190,190,zusagende,zusagend,12,process, ,B-Bewegung-ALT,C889C274-2E03-4539-BE0E-47F7002E3BF5,1,,,
191,191,Antwort,Antwort,12,process, ,O,none,0,,,
192,192,und,und,13,process, ,O,none,0,,,
193,193,bestellte,bestellen,13,process, ,B-Bewegung-Subjekt,2603679A-C121-408B-8A12-F864001CC63B,1,,,
194,194,ihn,ihn,13,process, ,O,none,0,,,
195,195,mit,mit,13,process, ,O,none,0,,,
196,196,seiner,sein,13,process, ,O,none,0,,,
197,197,Geliebten,Geliebter,13,process, ,O,none,0,,,
198,198,am,an,13,process, ,O,none,0,,,
199,199,Tage,Tag,13,process, ,O,none,0,,,
200,200,nach,nach,13,process, ,O,none,0,,,
201,201,dem,der,13,process, ,O,none,0,,,
202,202,Feste,Fest,13,process, ,O,none,0,,,
203,203,wieder,wieder,13,process, ,O,none,0,,,
204,204,aufs,auf,13,process, ,B-Richtung,C012E9B1-3287-4CE9-8E58-78E3EC47945A,1,,,
205,205,Schloß,Schloß,13,process, ,B-Ort-Container-BK,9AAA2CEE-2D68-4D12-BCB4-3A293FF15022,1,,,
206,206,.,.,_,_, ,O,none,0,,,
207,207,–,–,_,_, ,O,none,0,,,
208,208,Da,da,_,_, ,O,none,0,,,
209,209,in,in,_,_, ,O,none,0,,,
210,210,der,der,_,_, ,O,none,0,,,
211,211,Zwischenzeit,Zwischenzeit,_,_, ,O,none,0,,,
212,212,nichts,nichts,_,_, ,O,none,0,,,
213,213,Bedeutendes,bedeutend,_,_, ,O,none,0,,,
214,214,sich,sich,14,non_event, ,O,none,0,,,
215,215,zutrug,zutragen,14,non_event, ,B-Bewegung-ALT,54835D34-649C-49EA-BCA4-99B974B2B84C,1,,,
216,216,",",",",_,_, ,O,none,0,,,
217,217,übergehen,übergehen,15,non_event, ,O,none,0,,,
218,218,wir,wir,15,non_event, ,O,none,0,,,
219,219,dieselbe,derselbe,_,_, ,O,none,0,,,
220,220,mit,mit,_,_, ,O,none,0,,,
221,221,Stillschweigen,Stillschweigen,_,_, ,O,none,0,,,
222,222,.,.,_,_, ,O,none,0,,,
223,223,–,–,_,_, ,O,none,0,,,
224,224,Zur,zu,16,process, ,O,none,0,,,
225,225,festgesetzten,festgesetzt,16,process, ,O,none,0,,,
226,226,Zeit,Zeit,16,process, ,O,none,0,,,
227,227,wurden,werden,16,process, ,O,none,0,,,
228,228,ihr,ihr,16,process, ,O,none,0,,,
229,229,am,an,16,process, ,O,none,0,,,
230,230,Tage,Tag,16,process, ,O,none,0,,,
231,231,nach,nach,16,process, ,O,none,0,,,
232,232,Ostern,Ostern,16,process, ,O,none,0,,,
233,233,die,der,16,process, ,O,none,0,,,
234,234,Wenden,Wende,16,process, ,O,none,0,,,
235,235,gemeldet,melden,16,process, ,B-Bewegung-ALT,487F1D9B-094A-48F6-B442-4AE69DC35F5F,1,,,
236,236,und,und,17,process, ,O,none,0,,,
237,237,Herta,Herta,17,process, ,O,none,0,,,
238,238,ließ,lassen,17,process, ,B-Bewegung-Subjekt,6EE93DBD-C517-4011-83CE-66EFA7CDA003,2,,,
239,239,ihre,ihr,17,process, ,O,none,0,,,
240,240,Schutzbefohlene,schutzbefohlener,17,process, ,O,none,0,,,
241,241,sogleich,sogleich,17,process, ,O,none,0,,,
242,242,vor,vor,17,process, ,B-Bewegung-Subjekt,6EE93DBD-C517-4011-83CE-66EFA7CDA003,2,,,
243,243,.,.,_,_, ,O,none,0,,,
244,244,Sie,sie,18,change_of_state, ,O,none,0,,,
245,245,ward,werden,18,change_of_state, ,O,none,0,,,
246,246,überrascht,überraschen,18,change_of_state, ,O,none,0,,,
247,247,von,von,18,change_of_state, ,O,none,0,,,
248,248,der,der,18,change_of_state, ,O,none,0,,,
249,249,verschämten,verschämt,18,change_of_state, ,O,none,0,,,
250,250,Lieblichkeit,Lieblichkeit,18,change_of_state, ,O,none,0,,,
251,251,Haideröschens,haideröschen,18,change_of_state, ,O,none,0,,,
252,252,und,und,19,non_event, ,O,none,0,,,
253,253,konnte,können,19,non_event, ,O,none,0,,,
254,254,jetzt,jetzt,19,non_event, ,O,none,0,,,
255,255,wohl,wohl,19,non_event, ,O,none,0,,,
256,256,begreifen,begreifen,19,non_event, ,B-Bewegung-ALT,34F35964-9C41-4787-AF45-9E539A6131B2,1,,,
257,257,",",",",_,_, ,O,none,0,,,
258,258,daß,daß,19,non_event, ,O,none,0,,,
259,259,diese,dieser,19,non_event, ,O,none,0,,,
260,260,frische,frisch,19,non_event, ,O,none,0,,,
261,261,",",",",_,_, ,O,none,0,,,
262,262,naive,naiv,19,non_event, ,O,none,0,,,
263,263,Mädchenknospe,Mädchenknospe,19,non_event, ,O,none,0,,,
264,264,die,der,19,non_event, ,O,none,0,,,
265,265,Sinne,Sinn,19,non_event, ,O,none,0,,,
266,266,ihres,ihr,19,non_event, ,O,none,0,,,
267,267,lockeren,locker,19,non_event, ,O,none,0,,,
268,268,Vetters,Vetter,19,non_event, ,O,none,0,,,
269,269,hatte,haben,19,non_event, ,O,none,0,,,
270,270,bestricken,bestricken,19,non_event, ,O,none,0,,,
271,271,und,und,_,_, ,O,none,0,,,
272,272,in,in,_,_, ,O,none,0,,,
273,273,Flammen,Flamme,_,_, ,O,none,0,,,
274,274,setzen,setzen,_,_, ,B-Bewegung-ALT,27254000-372D-4F29-A789-26BDB1AEF529,1,,,
275,275,können,können,_,_, ,O,none,0,,,
276,276,.,.,_,_, ,O,none,0,,,
277,277,Die,der,20,process, ,O,none,0,,,
278,278,Wendin,Wendin,20,process, ,O,none,0,,,
279,279,hatte,haben,20,process, ,O,none,0,,,
280,280,ihren,ihr,20,process, ,O,none,0,,,
281,281,besten,gut,20,process, ,O,none,0,,,
282,282,Staat,Staat,20,process, ,B-Ort-ALT,FC5894F5-C821-4496-9312-7F972C4F9162,1,,,
283,283,aufgelegt,auflegen,20,process, ,B-Bewegung-Subjekt,A8061B9D-3278-40CE-AFAD-8DA92D584014,1,,,
284,284,",",",",_,_, ,O,none,0,,,
285,285,der,der,20,process, ,O,none,0,,,
286,286,in,in,20,process, ,O,none,0,,,
287,287,jener,jener,20,process, ,O,none,0,,,
288,288,einfachen,einfach,20,process, ,O,none,0,,,
289,289,Kleidung,Kleidung,20,process, ,O,none,0,,,
290,290,bestand,bestehen,20,process, ,O,none,0,,,
291,291,",",",",_,_, ,O,none,0,,,
292,292,die,der,20,process, ,O,none,0,,,
293,293,wir,wir,20,process, ,O,none,0,,,
294,294,schon,schon,20,process, ,O,none,0,,,
295,295,früher,früh,20,process, ,O,none,0,,,
296,296,beschrieben,beschreiben,20,process, ,B-Bewegung-Subjekt,EBF11FFA-2B58-4B3F-8F2D-1EBAD1BB1031,1,,,
297,297,haben,haben,20,process, ,O,none,0,,,
298,298,.,.,_,_, ,O,none,0,,,
299,299,Eine,ein,21,stative_event, ,O,none,0,,,
300,300,dichte,dicht,21,stative_event, ,B-Dimensionierung-Abstand,363B31C2-9063-43FE-82B0-950D3BC323FD,1,,,
301,301,Reihe,Reihe,21,stative_event, ,O,none,0,,,
302,302,goldener,golden,21,stative_event, ,O,none,0,,,
303,303,krauser,kraus,21,stative_event, ,O,none,0,,,
304,304,Löckchen,Löckchen,21,stative_event, ,O,none,0,,,
305,305,drang,dringen,21,stative_event, ,B-Bewegung-ALT,027446AB-2F35-4A76-8D2A-65424E6D6BD2,2,,,
306,306,unter,unter,21,stative_event, ,B-Positionierung,7D54A4A1-416C-499F-BFCD-97D350E0897B,1,,,
307,307,dem,der,21,stative_event, ,O,none,0,,,
308,308,sauber,sauber,21,stative_event, ,O,none,0,,,
309,309,geglätteten,geglättet,21,stative_event, ,O,none,0,,,
310,310,leinenen,leinen,21,stative_event, ,O,none,0,,,
311,311,Spitzenhäubchen,Spitzenhäubchen,21,stative_event, ,O,none,0,,,
312,312,hervor,hervor,21,stative_event, ,B-Bewegung-ALT,027446AB-2F35-4A76-8D2A-65424E6D6BD2,2,,,
313,313,und,und,22,stative_event, ,O,none,0,,,
314,314,umsäumte,umsäumen,22,stative_event, ,B-Bewegung-ALT,A7B15F72-5E9D-4312-9FEE-A38DA83CEB12,1,,,
315,315,die,der,22,stative_event, ,O,none,0,,,
316,316,klare,klar,22,stative_event, ,O,none,0,,,
317,317,Stirn,Stirn,22,stative_event, ,O,none,0,,,
318,318,des,der,22,stative_event, ,O,none,0,,,
319,319,lieblichen,lieblich,22,stative_event, ,O,none,0,,,
320,320,Kindes,Kind,22,stative_event, ,O,none,0,,,
321,321,mit,mit,22,stative_event, ,O,none,0,,,
322,322,einer,ein,22,stative_event, ,O,none,0,,,
323,323,reizenden,reizend,22,stative_event, ,O,none,0,,,
324,324,Glorie,Glorie,22,stative_event, ,O,none,0,,,
325,325,.,.,_,_, ,O,none,0,,,
326,326,Schüchtern,Schüchter,23,process, ,O,none,0,,,
327,327,und,und,23,process, ,O,none,0,,,
328,328,von,von,23,process, ,O,none,0,,,
329,329,Dankgefühl,Dankgefühl,23,process, ,O,none,0,,,
330,330,durchdrungen,durchdringen,23,process, ,B-Bewegung-ALT,62C6FEDC-4B60-4F35-BF3B-1376B19017DD,1,,,
331,331,",",",",_,_, ,O,none,0,,,
332,332,warf,werfen,23,process, ,B-Bewegung-Subjekt,423DA2B3-CDE4-4502-AF19-4DEB060ED819,1,,,
333,333,sich,sich,23,process, ,O,none,0,,,
334,334,Haideröschen,haideröschen,23,process, ,O,none,0,,,
335,335,vor,vor,23,process, ,B-Positionierung,77946DFC-3A81-4D4B-A0D2-E92E3B5E4395,1,,,
336,336,Herta,Herta,23,process, ,O,none,0,,,
337,337,auf,auf,23,process, ,B-Richtung,7AD977FE-8258-4B1A-877B-4B5131BAF444,1,,,
338,338,die,der,23,process, ,O,none,0,,,
339,339,Knie,Knie,23,process, ,O,none,0,,,
340,340,und,und,24,process, ,O,none,0,,,
341,341,stammelte,stammeln,24,process, ,B-Bewegung-Schall,79E9259B-0055-49B2-A30C-8B2E4891763E,1,,,
342,342,unter,unter,24,process, ,O,none,0,,,
343,343,Freudenthränen,Freudenthran,24,process, ,O,none,0,,,
344,344,:,:,_,_, ,O,none,0,,,
345,345,»,»,_,_, ,O,none,0,,,
346,346,Dank,Dank,_,_, ,O,none,0,,,
347,347,",",",",_,_, ,O,none,0,,,
348,348,tausend,tausend,_,_, ,O,none,0,,,
349,349,Dank,Dank,_,_, ,O,none,0,,,
350,350,",",",",_,_, ,O,none,0,,,
351,351,gütige,gütig,_,_, ,O,none,0,,,
352,352,Herrin,Herrin,_,_, ,O,none,0,,,
353,353,",",",",_,_, ,O,none,0,,,
354,354,für,für,_,_, ,O,none,0,,,
355,355,so,so,_,_, ,O,none,0,,,
356,356,viel,viel,_,_, ,O,none,0,,,
357,357,Gnade,Gnade,_,_, ,O,none,0,,,
358,358,!,!,_,_, ,O,none,0,,,
359,359,«,-,_,_, ,O,none,0,,,
360,360,»,»,_,_, ,O,none,0,,,
361,361,Steh',Steh',_,_, ,B-Bewegung-Subjekt,036FAE9D-B780-49F2-B4A3-F321D51426A6,2,,,
362,362,auf,auf,_,_, ,I-Bewegung-Subjekt,036FAE9D-B780-49F2-B4A3-F321D51426A6,2,,,
363,363,",",",",_,_, ,O,none,0,,,
364,364,mein,mein,_,_, ,O,none,0,,,
365,365,Kind,Kind,_,_, ,O,none,0,,,
366,366,!,!,_,_, ,O,none,0,,,
367,367,«,-,_,_, ,O,none,0,,,
368,368,sagte,sagen,25,process, ,B-Bewegung-Schall,C4D01CB9-F1A0-4FFC-B3EF-62E09C810538,1,,,
369,369,Herta,Herta,25,process, ,O,none,0,,,
370,370,",",",",_,_, ,O,none,0,,,
371,371,der,der,_,_, ,O,none,0,,,
372,372,Wendin,Wendin,_,_, ,O,none,0,,,
373,373,liebreich,liebreich,_,_, ,O,none,0,,,
374,374,beide,beide,_,_, ,B-Dimensionierung-Menge,46FB52EA-6598-4075-91CB-25FC7542A4F6,1,,,
375,375,Hände,Hand,_,_, ,O,none,0,,,
376,376,reichend,reichend,_,_, ,B-Bewegung-Subjekt,E20909B0-99D2-499F-8D69-1DAF68F9503D,1,,,
377,377,.,.,_,_, ,O,none,0,,,
378,378,»,»,_,_, ,O,none,0,,,
379,379,Umarme,Umarm,26,non_event, ,B-Bewegung-Subjekt,512B47C2-D78F-43D8-B5C3-DE10015F379D,1,,,
380,380,mich,mich,26,non_event, ,O,none,0,,,
381,381,und,und,27,non_event, ,O,none,0,,,
382,382,betrachte,betrachten,27,non_event, ,B-Bewegung-ALT,AD547FF4-0D52-4BCF-B085-FB23EE5E8167,1,,,
383,383,mich,mich,27,non_event, ,O,none,0,,,
384,384,wie,wie,27,non_event, ,O,none,0,,,
385,385,eine,ein,27,non_event, ,O,none,0,,,
386,386,Schwester,Schwester,27,non_event, ,O,none,0,,,
387,387,.,.,_,_, ,O,none,0,,,
388,388,Auch,auch,28,stative_event, ,O,none,0,,,
389,389,mir,mir,28,stative_event, ,O,none,0,,,
390,390,nagt,nagen,28,stative_event, ,B-Bewegung-ALT,6E9A693F-7F4E-4E4F-8F58-F01F993C48B7,1,,,
391,391,mancher,mancher,28,stative_event, ,O,none,0,,,
392,392,Kummer,Kummer,28,stative_event, ,O,none,0,,,
393,393,am,an,28,stative_event, ,B-Positionierung-ALT,4752E224-C91B-4137-ABFC-946A858B904E,1,,,
394,394,Herzen,Herz,28,stative_event, ,O,none,0,,,
395,395,und,und,29,non_event, ,O,none,0,,,
396,396,die,der,29,non_event, ,O,none,0,,,
397,397,Bekümmerten,bekümmerte,29,non_event, ,O,none,0,,,
398,398,sollen,sollen,29,non_event, ,O,none,0,,,
399,399,einander,einander,29,non_event, ,O,none,0,,,
400,400,ja,ja,29,non_event, ,O,none,0,,,
401,401,suchen,suchen,29,non_event, ,B-Bewegung-ALT,7D547C4C-4513-4500-937F-30342000668E,1,,,
402,402,",",",",_,_, ,O,none,0,,,
403,403,trösten,trösten,29,non_event, ,O,none,0,,,
404,404,und,und,29,non_event, ,O,none,0,,,
405,405,aufrichten,aufrichten,29,non_event, ,B-Bewegung-ALT,273A4CA7-AD0D-4A76-B9E5-312DAF582274,1,,,
406,406,.,.,_,_, ,O,none,0,,,
407,407,–,–,_,_, ,O,none,0,,,
408,408,Arme,arm,_,_, ,O,none,0,,,
409,409,Kleine,kleine,_,_, ,O,none,0,,,
410,410,",",",",_,_, ,O,none,0,,,
411,411,wie,wie,30,process, ,O,none,0,,,
412,412,Du,du,30,process, ,O,none,0,,,
413,413,zitterst,zittern,30,process, ,O,none,0,,,
414,414,!,!,_,_, ,O,none,0,,,
415,415,Wie,wie,31,stative_event, ,O,none,0,,,
416,416,Dein,dein,31,stative_event, ,O,none,0,,,
417,417,Herz,Herz,31,stative_event, ,O,none,0,,,
418,418,schlägt,schlagen,31,stative_event, ,B-Bewegung-ALT,E6FE6ADA-64B4-443F-AB07-071603B3D42B,1,,,
419,419,!,!,31,stative_event, ,O,none,0,,,
420,420,Bist,sein,32,non_event, ,O,none,0,,,
421,421,Du,du,32,non_event, ,O,none,0,,,
422,422,allein,allein,32,non_event, ,O,none,0,,,
423,423,gekommen,kommen,32,non_event, ,B-Bewegung-Subjekt,80A69539-5323-4880-860E-B0FA13A14EF1,1,,,
424,424,oder,oder,33,non_event, ,O,none,0,,,
