,i,text,lemma,event_id,event_label,correct_event_nonevent_prediction,Tag,Annotation_ID,Multi_Token_Annotation,main_tags_in_events,main_tags_in_non_events,reference_to_diegesis
286,286,gewollt,wollen,_,_, ,O,none,0,,,
287,287,:,:,_,_,_,O,none,0,,,
288,288,»,»,_,_,_,O,none,0,,,
289,289,Ich,ich,26,non_event,X,O,none,0,,,
290,290,weiß,wissen,26,non_event,X,O,none,0,,,
291,291,es,es,26,non_event,X,O,none,0,,,
292,292,noch,noch,26,non_event,X,O,none,0,,,
293,293,nicht,nicht,26,non_event,X,O,none,0,,,
294,294,«,«,_,_,_,O,none,0,,,
295,295,",",",",_,_,_,O,none,0,,,
296,296,antwortete,antworten,26,non_event, ,B-Bewegung-Schall,1A4DAEBA-CC40-4551-90BA-60DF38F232D8,1,X,,X
297,297,.,.,_,_,_,O,none,0,,,
298,298,Endlich,endlich,27,process,X,O,none,0,,,
299,299,kam,kommen,27,process,X,B-Bewegung-Objekt,22E0FF6D-C34C-40FD-A5E1-DCCB5421C6EE,1,X,,X
300,300,ein,ein,27,process,X,O,none,0,,,
301,301,so,so,27,process,X,O,none,0,,,
302,302,herzliches,herzlich,27,process,X,O,none,0,,,
303,303,und,und,27,process,X,O,none,0,,,
304,304,warmes,warm,27,process,X,O,none,0,,,
305,305,Einladungsschreiben,Einladungsschreiben,27,process,X,O,none,0,,,
306,306,",",",",_,_,_,O,none,0,,,
307,307,von,von,_,_, ,O,none,0,,,
308,308,den,der,_,_, ,O,none,0,,,
309,309,beiden,beide,_,_, ,B-Dimensionierung-Menge,2A8ACB94-5273-47EB-A6D3-BA29A39FCFA4,1,X,,X
310,310,Gatten,Gatte,_,_, ,O,none,0,,,
311,311,unterzeichnet,unterzeichnen,_,_, ,B-Bewegung-Subjekt,04E97554-7F31-4E47-BCC5-23E71A541B21,1,X,,X
312,312,",",",",_,_,_,O,none,0,,,
313,313,daß,daß,_,_, ,O,none,0,,,
314,314,Lotti,Lotti,_,_, ,O,none,0,,,
315,315,",",",",_,_,_,O,none,0,,,
316,316,entschlossen,entschließen,_,_, ,O,none,0,,,
317,317,",",",",_,_,_,O,none,0,,,
318,318,sich,sich,28,process, ,O,none,0,,,
319,319,nicht,nicht,28,process, ,O,none,0,,,
320,320,länger,lang,28,process, ,B-Dimensionierung-ALT,99FD2277-83BA-4D90-9117-7573666EFFB3,1,,,
321,321,bitten,bitten,28,process, ,O,none,0,,,
322,322,zu,zu,28,process, ,O,none,0,,,
323,323,lassen,lassen,28,process, ,O,none,0,,,
324,324,",",",",_,_,_,O,none,0,,,
325,325,noch,noch,28,process,X,O,none,0,,,
326,326,am,an,28,process,X,O,none,0,,,
327,327,selben,selber,28,process,X,O,none,0,,,
328,328,Abend,Abend,28,process,X,O,none,0,,,
329,329,zu,zu,28,process,X,B-Richtung,05F0A2F3-85EE-4C0D-B001-3BD6004EEA9C,1,X,,X
330,330,ihrer,ihr,28,process,X,O,none,0,,,
331,331,Dienerin,Dienerin,28,process,X,O,none,0,,,
332,332,sprach,sprechen,28,process,X,B-Bewegung-Schall,31C2A7B5-D676-49E0-AB5A-986E559D7656,1,X,,X
333,333,:,:,_,_,_,O,none,0,,,
334,334,»,-,_,_,_,O,none,0,,,
335,335,Agnes,-,_,_, ,O,none,0,,,
336,336,",",",",_,_,_,O,none,0,,,
337,337,morgen,morgen,29,process,,O,none,0,,,
338,338,fahre,fahren,29,process,,B-Bewegung-Subjekt,663E1539-2E80-4573-AE5A-C3F0C4E1D7EF,2,,X,
339,339,ich,ich,29,process,,O,none,0,,,
340,340,um,um,29,process,,O,none,0,,,
341,341,8,8,29,process,,O,none,0,,,
342,342,Uhr,Uhr,29,process,,O,none,0,,,
343,343,mit,mit,29,process,,O,none,0,,,
344,344,dem,der,29,process,,O,none,0,,,
345,345,Frühzuge,Frühzug,29,process,,B-Ort-Container,0A42E741-6C6A-4667-A941-FBF342F20499,1,,X,X
346,346,fort,fort,29,process,,B-Bewegung-Subjekt,663E1539-2E80-4573-AE5A-C3F0C4E1D7EF,2,,X,
347,347,.,.,_,_,_,O,none,0,,,
348,348,Wenn,wenn,30,non_event,X,O,none,0,,,
349,349,Gottfried,Gottfried,30,non_event,X,O,none,0,,,
350,350,vormittags,vormittags,30,non_event,X,O,none,0,,,
351,351,nach,nach,31,non_event,X,O,none,0,,,
352,352,mir,mir,31,non_event,X,O,none,0,,,
353,353,fragt,fragen,31,non_event,X,B-Bewegung-Schall,FFE211F1-C67A-46ED-AC18-3894F9FBCEE0,1,,X,
354,354,",",",",_,_,_,O,none,0,,,
355,355,sagst,sagen,31,non_event,X,B-Bewegung-Schall,85CD1B09-3DE8-46BA-8BBE-291CAD7CE55A,1,,X,
356,356,du,du,31,non_event,X,O,none,0,,,
357,357,ihm,ihm,31,non_event,X,O,none,0,,,
358,358,",",",",_,_,_,O,none,0,,,
359,359,ich,ich,31,non_event,X,O,none,0,,,
360,360,sei,sein,31,non_event,X,O,none,0,,,
361,361,bei,bei,31,non_event,X,B-Positionierung,750316E6-14BE-46F7-ABB9-CA744928E0D0,1,,X,
362,362,Halwigs,Halwig,31,non_event,X,B-Ort-Container,2464A439-4C90-4B45-A72B-78789141C1B5,1,,X,X
363,363,und,und,32,non_event,X,O,none,0,,,
364,364,käme,kommen,32,non_event,X,B-Bewegung-Subjekt,792B670D-CD59-48B0-80FD-8897982D24DC,2,,X,
365,365,um,um,32,non_event,X,O,none,0,,,
366,366,sechs,sechs,32,non_event,X,O,none,0,,,
367,367,Uhr,Uhr,32,non_event,X,O,none,0,,,
368,368,abends,abends,32,non_event,X,O,none,0,,,
369,369,zurück,zurück,32,non_event,X,B-Bewegung-Subjekt,792B670D-CD59-48B0-80FD-8897982D24DC,2,,X,
370,370,.,.,_,_,_,O,none,0,,,
371,371,Wenn,wenn,33,non_event,X,O,none,0,,,
372,372,er,er,33,non_event,X,O,none,0,,,
373,373,mich,mich,33,non_event,X,O,none,0,,,
374,374,auf,auf,33,non_event,X,B-Positionierung,22C96286-B7DE-4960-855D-EB18411EEBCA,1,,X,
375,375,dem,der,33,non_event,X,O,none,0,,,
376,376,Bahnhof,Bahnhof,33,non_event,X,B-Ort-Container-BK,5E93119A-5C5D-4FAB-9F40-651B92CDCD19,1,,X,X
377,377,erwarten,erwarten,33,non_event,X,B-Bewegung-Subjekt,0903FB5C-B1EE-4AD5-9774-533E853550A5,1,,X,
378,378,will,wollen,33,non_event,X,O,none,0,,,
379,379,",",",",_,_,_,O,none,0,,,
380,380,so,so,34,non_event,X,O,none,0,,,
381,381,wird,werden,34,non_event,X,O,none,0,,,
382,382,mich,mich,34,non_event,X,O,none,0,,,
383,383,das,der,34,non_event,X,O,none,0,,,
384,384,sehr,sehr,34,non_event,X,O,none,0,,,
385,385,freuen,freuen,34,non_event,X,O,none,0,,,
386,386,.,.,_,_,_,O,none,0,,,
387,387,«,«,_,_,_,O,none,0,,,
388,388,Agnes,Agnes,35,stative_event,X,O,none,0,,,
389,389,war,sein,35,stative_event,X,O,none,0,,,
390,390,überaus,überaus,35,stative_event,X,O,none,0,,,
391,391,zufrieden,zufrieden,35,stative_event,X,O,none,0,,,
392,392,mit,mit,35,stative_event,X,O,none,0,,,
393,393,diesem,dieser,35,stative_event,X,O,none,0,,,
394,394,Auftrage,Auftrag,35,stative_event,X,O,none,0,,,
395,395,.,.,35,stative_event,_,O,none,0,,,
396,396,In,in,36,process,X,O,none,0,,,
397,397,ihrer,ihr,36,process,X,O,none,0,,,
398,398,Einbildung,Einbildung,36,process,X,O,none,0,,,
399,399,schwelgte,schwelgen,36,process,X,B-Bewegung-ALT,46E5C7B4-119B-4985-BE01-6D2F940E869B,1,,,
400,400,sie,sie,36,process,X,O,none,0,,,
401,401,schon,schon,36,process,X,O,none,0,,,
402,402,im,in,36,process,X,O,none,0,,,
403,403,Genusse,Genuß,36,process,X,O,none,0,,,
404,404,des,der,36,process,X,O,none,0,,,
405,405,Erstaunens,erstaunen,36,process,X,O,none,0,,,
406,406,",",",",_,_,_,O,none,0,,,
407,407,mit,mit,_,_, ,O,none,0,,,
408,408,dem,der,_,_, ,O,none,0,,,
409,409,Gottfried,Gottfried,_,_, ,O,none,0,,,
410,410,ihre,ihr,37,non_event,X,O,none,0,,,
411,411,Botschaft,Botschaft,37,non_event,X,O,none,0,,,
412,412,vernehmen,vernehmen,37,non_event,X,B-Bewegung-Schall,B6AAFCA5-9520-49D0-AFE9-F1254F87C517,1,,X,
413,413,",",",",_,_,_,O,none,0,,,
414,414,und,und,_,_, ,O,none,0,,,
415,415,der,der,_,_, ,O,none,0,,,
416,416,Fragen,Frage,_,_, ,O,none,0,,,
417,417,",",",",_,_,_,O,none,0,,,
418,418,die,der,38,non_event,X,O,none,0,,,
419,419,er,er,38,non_event,X,O,none,0,,,
420,420,an,an,38,non_event,X,B-Richtung,5C895091-25B4-41EC-A322-C3571D78BFCA,1,,X,
421,421,sie,sie,38,non_event,X,O,none,0,,,
422,422,stellen,stellen,38,non_event,X,B-Bewegung-Schall,E82A8851-7C7E-479C-A64F-9AB0CA5FA1CE,1,,X,
423,423,werde,werden,38,non_event,X,O,none,0,,,
424,424,.,.,_,_,_,O,none,0,,,
425,425,Sie,sie,39,process,X,O,none,0,,,
426,426,bereitete,bereiten,39,process,X,O,none,0,,,
427,427,sich,sich,39,process,X,O,none,0,,,
428,428,sogleich,sogleich,39,process,X,O,none,0,,,
429,429,auf,auf,39,process,X,O,none,0,,,
430,430,die,der,39,process,X,O,none,0,,,
431,431,Künste,Kunst,39,process,X,O,none,0,,,
