Token_ID	Text_Pointer	Token	Tag	Annotation_ID	Multi_Token_Annotation
132	833	Wald	B-Ort-Container-BK	AD7E6E46-A6F7-461C-A887-35A3E8220ECD	1
133	838	zu	O	none	0
134	841	erleuchten	B-Bewegung-Licht	ECBA8828-F30E-4D3B-9AAB-AE59810390BD	1
135	852	sind	O	none	0
136	856	\n               	O	none	0
137	872	unordentlich	O	none	0
138	884	,	O	none	0
139	886	bleichsüchtig	O	none	0
140	900	und	O	none	0
141	904	launenhaft	O	none	0
142	914	.	O	none	0
143	916	Bitte	O	none	0
144	921	,	O	none	0
145	923	beschränke	O	none	0
146	934	deine	O	none	0
147	940	Lichter	O	none	0
148	948	auf	O	none	0
149	952	den	O	none	0
150	955	\n               	O	none	0
151	971	Damm	B-Ort-Container	C52D840E-F8D6-4FFD-9C7C-138E6D7B95BF	1
152	975	,	O	none	0
153	977	der	O	none	0
154	981	zur	B-Richtung-ALT	6DC54D4D-B6B7-45ED-A1E9-5A1DA43CBDD2	1
155	985	Stadt	B-Ort-Container	E7360FF7-8638-4D87-93B2-D66CDB960C39	1
156	991	führt	B-Bewegung-ALT	515D7FD7-F34F-4360-9628-9012163C0318	1
157	996	,	O	none	0
158	998	wirf	B-Bewegung-Licht	030FEB1E-E1A0-4607-943F-ACC9C79B3E9A	2
159	1003	deinen	O	none	0
160	1010	falben	O	none	0
161	1017	Schein	O	none	0
162	1024	nicht	O	none	0
163	1030	allzuschräge	O	none	0
164	1043	über	B-Richtung	EF7E5EAC-E79A-4421-A29C-209F1149B9F2	1
165	1048	den	O	none	0
166	1052	Weg	B-Ort-Container	6E4E5D0E-342C-4367-83AE-B9F9F3FDC095	1
167	1055	\n               	O	none	0
168	1071	hinaus	B-Bewegung-Licht	030FEB1E-E1A0-4607-943F-ACC9C79B3E9A	2
169	1077	,	O	none	0
170	1079	denn	O	none	0
171	1084	linker	B-Positionierung	1B1F7EB6-606B-4AD2-9373-2455F2ECCEC0	2
172	1091	Hand	I-Positionierung	1B1F7EB6-606B-4AD2-9373-2455F2ECCEC0	2
173	1096	geht	B-Bewegung-ALT	01262C63-D129-4318-9B06-C4AA1248B6A8	1
174	1101	es	O	none	0
175	1104	abschüssig	O	none	0
176	1115	in	B-Richtung-ALT	9D0E282F-1B9E-4CF6-8ECA-000A261ED51B	1
177	1118	Sumpf	B-Ort-Container	B3558535-1611-4816-97E4-0EEDE82E5790	1
178	1124	und	O	none	0
179	1128	Wasser	B-Ort-Container	B3994A46-FD82-40EB-A0EC-3CB1C5BACADD	1
180	1134	.	O	none	0
181	1135	\n	O	none	0
182	1136	Pfui	O	none	0
183	1140	,	O	none	0
184	1142	du	O	none	0
185	1145	Lügner	O	none	0
186	1151	!	O	none	0
187	1153	da	B-Positionierung	5B718E32-E988-44E0-A099-38E0C74D60DB	1
188	1156	ist	O	none	0
189	1160	der	O	none	0
190	1164	Sumpf	B-Ort-Container-BK	E4A5E415-3ED4-4F9F-8C48-83D4E0EB9E50	1
191	1169	,	O	none	0
192	1171	und	O	none	0
193	1175	der	O	none	0
194	1179	Schuh	O	none	0
195	1185	blieb	B-Bewegung-Objekt	E12513F6-9CE7-49B3-A093-A5B00BD0ADE7	2
196	1191	darin	B-Positionierung	C7687FAE-1CBB-4376-AB05-CB7920A8B0F1	1
197	1197	stecken	B-Bewegung-Objekt	E12513F6-9CE7-49B3-A093-A5B00BD0ADE7	2
198	1204	.	O	none	0
199	1206	Aber	O	none	0
200	1211	dir	O	none	0
201	1215	ist	O	none	0
202	1218	\n               	O	none	0
203	1234	das	O	none	0
204	1238	gerade	O	none	0
205	1245	recht	O	none	0
206	1250	,	O	none	0
207	1252	Täuschen	O	none	0
208	1261	und	O	none	0
209	1265	Betrügen	O	none	0
210	1274	ist	O	none	0
211	1278	deine	O	none	0
212	1284	liebste	O	none	0
213	1292	Arbeit	O	none	0
214	1298	,	O	none	0
215	1300	du	O	none	0
216	1303	Phantast	O	none	0
217	1312	unter	B-Positionierung	D0F1C050-23BC-4A3B-B567-1A6652C08AAE	1
218	1317	\n               	O	none	0
219	1333	den	O	none	0
220	1337	Sternen	B-Ort-Objekt	ADCEC6A0-770F-45D4-B870-4847492462CD	1
221	1344	.	O	none	0
222	1346	Man	O	none	0
223	1350	wundert	O	none	0
224	1358	sich	O	none	0
225	1363	allgemein	O	none	0
226	1372	,	O	none	0
227	1374	daß	O	none	0
228	1378	die	O	none	0
229	1382	Menschen	O	none	0
230	1391	der	O	none	0
231	1395	Vorzeit	O	none	0
232	1403	dich	O	none	0
233	1408	als	O	none	0
234	1412	Gott	O	none	0
235	1416	\n               	O	none	0
236	1432	verehrten	O	none	0
237	1441	.	O	none	0
238	1443	Einst	O	none	0
239	1449	hat	O	none	0
240	1453	das	O	none	0
241	1457	griechische	O	none	0
242	1469	Mädchen	O	none	0
243	1477	dich	O	none	0
244	1482	Selene	O	none	0
245	1489	gerufen	B-Bewegung-ALT	CC09F724-06B4-4CBE-B83A-7C4930EF1ECB	1
246	1497	und	O	none	0
247	1501	sie	O	none	0
248	1505	hat	O	none	0
249	1509	dir	O	none	0
250	1513	die	O	none	0
251	1516	\n               	O	none	0
252	1532	Schale	O	none	0
253	1539	mit	O	none	0
254	1543	purpurnem	O	none	0
255	1553	Mohn	O	none	0
256	1558	bekränzt	B-Bewegung-Subjekt	C9EA59FE-18F2-481A-BC8D-F34C521E3756	1
257	1566	,	O	none	0
258	1568	um	O	none	0
259	1571	durch	O	none	0
260	1577	deinen	O	none	0
261	1584	Zauber	O	none	0
262	1591	den	O	none	0
263	1594	\n               	O	none	0
264	1610	treulosen	O	none	0
265	1620	Geliebten	O	none	0
266	1630	zu	B-Richtung	F7084120-0760-4EAE-9553-71933B0383D3	1
267	1633	ihrer	O	none	0
268	1639	Thürschwelle	B-Ort-Container-BK	7266DCFE-E328-4029-8CD1-F5616EF5B2C4	1
269	1652	zu	O	none	0
270	1655	locken	B-Bewegung-Subjekt	2F59CED7-7BE0-44BA-B0E9-0BBD2DBDB0B4	1
271	1661	.	O	none	0
272	1663	Damit	O	none	0
273	1669	ist	O	none	0
274	1673	es	O	none	0
275	1676	für	O	none	0
276	1680	immer	O	none	0
277	1686	vorbei	O	none	0
278	1692	.	O	none	0
279	1693	\n               	O	none	0
280	1709	Wir	O	none	0
281	1713	haben	B-Bewegung-ALT	A824DCE2-758A-424F-899B-FD535A133589	1
282	1719	die	O	none	0
283	1723	Wissenschaft	O	none	0
284	1736	und	O	none	0
285	1740	Photogen	O	none	0
286	1748	,	O	none	0
287	1750	und	O	none	0
288	1754	du	O	none	0
289	1757	bist	O	none	0
290	1762	herabgekommen	B-Bewegung-ALT	D1AD074E-17C5-413B-923C-F0A48E0C9845	1
291	1776	zu	B-Richtung-ALT	2B080BFC-A598-4A6E-8C06-59EBED093541	1
292	1779	einem	O	none	0
293	1785	armen	O	none	0
294	1790	\n               	O	none	0
295	1806	alten	O	none	0
296	1812	Gaukler	O	none	0
297	1819	,	O	none	0
298	1821	der	O	none	0
299	1825	fern	B-Dimensionierung-Abstand	4BD61D88-D44C-4565-AD84-B4F11215EDF1	1
300	1830	von	B-Positionierung	AFA393F1-1F9D-4522-B288-91E548C07EBD	1
301	1834	Menschen	O	none	0
302	1843	im	B-Positionierung	E9427E71-4184-4FB7-92E4-3C5E09E5A7C7	1
303	1846	Walde	B-Ort-Container	2E23FDF8-7150-41D0-9710-8C048F8680C6	1
304	1852	umherflackert	B-Bewegung-Licht	B279AA5C-8F07-4E11-938B-800367F9420C	1
305	1865	.	O	none	0
306	1867	Zu	B-Richtung-ALT	0B83F423-9A98-46B3-8F3C-9EABDDC876F5	1
307	1870	einem	O	none	0
308	1876	Gaukler	O	none	0
309	1883	!	O	none	0
310	1885	Man	O	none	0
311	1888	\n               	O	none	0
312	1904	erweist	O	none	0
313	1912	dir	O	none	0
314	1916	noch	O	none	0
315	1921	allzuviel	O	none	0
316	1931	Ehre	O	none	0
317	1935	,	O	none	0
318	1937	wenn	O	none	0
319	1942	man	O	none	0
320	1946	dich	O	none	0
321	1951	überhaupt	O	none	0
322	1961	als	O	none	0
323	1965	lebendes	O	none	0
324	1974	Wesen	O	none	0
325	1979	\n               	O	none	0
326	1995	behandelt	O	none	0
327	2004	.	O	none	0
328	2006	Was	O	none	0
329	2010	bist	O	none	0
330	2015	du	O	none	0
331	2018	denn	O	none	0
332	2023	eigentlich	O	none	0
333	2033	?	O	none	0
334	2035	eine	O	none	0
335	2040	Kugel	O	none	0
336	2046	ausgebrannter	O	none	0
337	2060	blasiger	O	none	0
338	2069	Schlacke	O	none	0
339	2077	,	O	none	0
340	2078	\n               	O	none	0
341	2094	luftlos	O	none	0
342	2101	,	O	none	0
343	2103	farbenlos	O	none	0
344	2112	,	O	none	0
345	2114	wasserlos	O	none	0
346	2123	.	O	none	0
347	2125	Bah	O	none	0
348	2128	!	O	none	0
349	2130	eine	O	none	0
350	2135	Kugel	O	none	0
351	2140	?	O	none	0
352	2142	Unsere	O	none	0
353	2149	Gelehrten	O	none	0
354	2159	wissen	O	none	0
355	2165	,	O	none	0
356	2167	daß	O	none	0
357	2171	du	O	none	0
358	2174	nicht	O	none	0
359	2179	\n               	O	none	0
360	2195	einmal	O	none	0
361	2202	rund	O	none	0
362	2207	bist	O	none	0
363	2211	,	O	none	0
364	2213	auch	O	none	0
365	2218	darin	O	none	0
366	2224	lügst	O	none	0
367	2230	du	O	none	0
368	2232	.	O	none	0
369	2234	Wir	O	none	0
370	2238	von	B-Positionierung	9D327AB3-25F3-4BDA-B09B-A4C87847593B	1
371	2242	der	O	none	0
372	2246	Erde	B-Ort-Container	EFA660F8-8B31-46FB-9CE1-A83B5A151E21	1
373	2251	haben	O	none	0
374	2257	dich	O	none	0
375	2262	nach	B-Richtung	CE52B872-61E9-4F4B-8118-359379A38CBD	1
376	2267	unserer	O	none	0
377	2275	Seite	O	none	0
378	2280	\n               	O	none	0
379	2296	in	O	none	0
380	2299	die	O	none	0
381	2303	Länge	O	none	0
382	2309	gezogen	B-Bewegung-Objekt	57796BDA-4E8F-4F7A-B13E-0196014FB4D5	1
383	2316	.	O	none	0
384	2318	Du	O	none	0
385	2321	bist	O	none	0
386	2326	gewissermaßen	O	none	0
387	2340	zugespitzt	O	none	0
388	2350	,	O	none	0
389	2352	und	O	none	0
390	2356	deine	O	none	0
391	2362	Gestalt	O	none	0
392	2370	ist	O	none	0
393	2373	\n               	O	none	0
394	2389	erbärmlich	O	none	0
395	2400	und	O	none	0
396	2404	unregelmäßig	O	none	0
397	2416	.	O	none	0
398	2418	Du	O	none	0
399	2421	bist	O	none	0
400	2426	nichts	O	none	0
401	2433	als	O	none	0
402	2437	eine	O	none	0
403	2442	Art	O	none	0
404	2446	großer	B-Dimensionierung-Groesse	9285D0F2-F43A-4064-B356-CBA20092D16F	1
405	2453	Erdrübe	O	none	0
406	2460	,	O	none	0
407	2462	welche	O	none	0
408	2469	sich	O	none	0
409	2473	\n               	O	none	0
410	2489	in	O	none	0
411	2492	ewiger	O	none	0
412	2499	Sklaverei	O	none	0
413	2509	um	B-Richtung	22D4D5D9-5028-4653-A306-1C07777C36FA	1
414	2512	uns	O	none	0
415	2516	herumwälzt	B-Bewegung-Objekt	C79408B3-4E3D-438A-A51B-B40E7ECF99B4	1
416	2526	.	O	none	0
417	2527	\n	O	none	0
418	2528	Der	O	none	0
419	2532	Wald	B-Ort-Container	B178B8F6-0EF8-463B-84FE-41820ECD2A35	1
420	2537	lichtet	O	none	0
421	2545	sich	O	none	0
422	2549	,	O	none	0
423	2551	zwischen	B-Positionierung	EE282AEA-6497-49F8-A253-DEF31A36E5F1	1
424	2560	der	O	none	0
425	2564	Stadt	B-Ort-Container	7CC1A395-205C-4AAF-B987-90A5E9B232B9	1
426	2570	und	O	none	0
427	2574	dem	O	none	0
428	2578	Wanderer	O	none	0
429	2587	liegt	O	none	0
430	2593	noch	O	none	0
431	2598	eine	O	none	0
432	2603	weite	B-Dimensionierung-Groesse	CFF44F0F-A9F7-4AE3-A8FA-EDD2475C9A30	1
433	2608	\n               	O	none	0
434	2624	Rasenfläche	B-Ort-Container	24F2D682-EE66-4589-9E48-03DC5AE1B5E1	1
435	2636	mit	B-Positionierung	8A0DE9EF-E8F2-4D0D-ABCD-CD35CCAF768F	1
436	2640	ihrem	B-Positionierung	68868C38-D395-44C9-B0B7-5854897C1AFF	1
437	2646	Weiher	B-Ort-Container	CC120C81-1F9E-4BB6-8DFE-EAE8A67EC262	1
438	2652	.	O	none	0
439	2654	Sei	O	none	0
440	2658	gegrüßt	B-Bewegung-ALT	48FBD072-9D9D-433A-9879-F25E6D8CD9E7	1
441	2665	,	O	none	0
442	2667	du	O	none	0
443	2670	grüner	O	none	0
444	2677	Thalgrund	B-Ort-Container	E2705A4C-3EF2-4021-A7DF-4AD04D07FEF7	1
445	2686	;	O	none	0
446	2688	wohlgepflegte	O	none	0
447	2701	\n               	O	none	0
448	2717	Kieswege	B-Ort-Container	D0EA902B-9C65-4E1D-92E1-3B8F46602F15	1
449	2726	ziehen	B-Bewegung-ALT	D9CAD5D7-D993-4696-A0A3-E16500BB8289	1
450	2733	sich	O	none	0
451	2738	über	B-Richtung-ALT	E90217D0-3148-43AA-83B4-6C099609604E	1
452	2743	die	O	none	0
453	2747	Waldwiese	B-Ort-Container	0A5D5FE0-A902-4104-ABD8-6C152E66D432	1
454	2756	,	O	none	0
455	2758	hier	B-Positionierung	911DABBE-7AD7-4426-BD99-CC026501D235	1
456	2763	und	O	none	0
457	2767	da	B-Positionierung	630007C4-69ED-47E1-A81D-33DC03DFF369	1
458	2770	erhebt	B-Bewegung-ALT	7FCEF0CC-AD63-4859-8BA8-FCEA336EB330	1
459	2777	sich	O	none	0
460	2782	lustiges	O	none	0
461	2791	Gebüsch	B-Ort-Container	BA104033-A987-466A-B32D-72E05B7223B6	1
462	2799	und	O	none	0
463	2802	\n               	O	none	0
464	2818	eine	O	none	0
465	2823	Gartenbank	B-Ort-Container	5D73E641-71FD-4E2A-8EAC-6359D4D7ED48	1
466	2833	.	O	none	0
467	2835	Auf	B-Positionierung	748D536C-FD13-43D9-B600-BE75A67498CD	1
468	2839	der	O	none	0
469	2843	Bank	B-Ort-Container-BK	86BC7980-E74C-447A-A450-1032B4B5489D	1
470	2848	rastet	B-Bewegung-Subjekt	112AF211-D121-431B-A6F8-79FAE9052359	1
471	2855	bei	O	none	0
472	2859	Tage	O	none	0
473	2864	der	O	none	0
474	2868	wohlhäbige	O	none	0
475	2879	Bürger	O	none	0
476	2885	;	O	none	0
477	2887	die	O	none	0
478	2891	Hände	O	none	0
479	2897	auf	B-Richtung	733453C2-398C-43CA-A3BC-2021D441CD14	1
480	2900	\n               	O	none	0
481	2916	das	O	none	0
482	2920	spanische	O	none	0
483	2930	Rohr	O	none	0
484	2935	gestützt	B-Bewegung-Subjekt	DC268A32-A40F-4B9E-9E27-17E3566312D4	1
485	2943	,	O	none	0
486	2945	sieht	B-Bewegung-Licht	98BBA4E8-3C1D-4783-B03C-09D9C6E25D49	2
487	2951	er	O	none	0
488	2954	stolz	O	none	0
489	2960	nach	B-Richtung	9A6E262E-B47E-491B-85CA-774FA248217D	1
490	2965	den	O	none	0
491	2969	Thürmen	B-Ort-Container-BK	23AC6E8C-027E-4920-8332-5E8DD95AC325	1
492	2977	seiner	B-Positionierung	14EE2E8B-AE10-439C-B4A8-F6008498B0AB	1
493	2984	guten	O	none	0
494	2990	Stadt	B-Ort-Container	9FF3C909-ADB8-48D4-A401-78E85248EE94	1
495	2995	\n               	O	none	0
496	3011	hinüber	B-Bewegung-Licht	98BBA4E8-3C1D-4783-B03C-09D9C6E25D49	2
497	3018	.	O	none	0
498	3020	Ist	O	none	0
499	3024	heut	O	none	0
500	3029	auch	O	none	0
501	3034	die	O	none	0
502	3038	Flur	B-Ort-Container	BCFE6520-8320-4B09-8CD0-723B96EC196E	1
503	3043	verwandelt	O	none	0
504	3053	?	O	none	0
505	3055	Vor	B-Positionierung	AFE0936B-DD9B-4F07-A0F7-7300690BD1BC	1
506	3059	dem	O	none	0
507	3063	Wanderer	O	none	0
508	3072	breitet	B-Bewegung-Objekt	6A32A486-1D05-4008-8D49-E52DD39997B0	1
509	3080	sich's	O	none	0
510	3087	wie	O	none	0
511	3091	eine	O	none	0
512	3095	\n               	O	none	0
513	3111	wogende	O	none	0
514	3119	Wasserfläche	B-Ort-Container	6A46943E-5798-46D5-9374-8F98FAB7B2F1	1
515	3131	,	O	none	0
516	3133	und	O	none	0
517	3137	es	O	none	0
518	3140	wallt	O	none	0
519	3145	,	O	none	0
520	3147	brodelt	O	none	0
521	3155	und	O	none	0
522	3159	ballt	B-Bewegung-Objekt	BC9A51C3-EAC9-4652-9D16-5B93E974D11A	1
523	3165	sich	O	none	0
524	3170	um	B-Richtung	586F2343-EA11-4D2F-A978-B73ECA25B818	1
525	3173	die	O	none	0
526	3177	Füße	O	none	0
527	3181	,	O	none	0
528	3183	in	B-Positionierung	43F1F26B-7192-420D-98C9-9B308C8ACBED	1
529	3186	endlosen	B-Dimensionierung-Groesse	9B1C6333-382A-4509-B633-8822BD9A4B2A	1
530	3194	\n               	O	none	0
531	3210	Nebelmassen	B-Ort-Container	C58B89C8-A051-4CB8-97BA-76C331E18772	1
532	3222	soweit	B-Dimensionierung-Abstand	093C320E-05D0-4A95-96B0-2F46666F71AF	4
533	3229	das	I-Dimensionierung-Abstand	093C320E-05D0-4A95-96B0-2F46666F71AF	4
534	3233	Auge	I-Dimensionierung-Abstand	093C320E-05D0-4A95-96B0-2F46666F71AF	4
535	3238	reicht	I-Dimensionierung-Abstand	093C320E-05D0-4A95-96B0-2F46666F71AF	4
536	3244	.	O	none	0
537	3246	Welches	O	none	0
538	3254	Geisterheer	O	none	0
539	3266	wäscht	B-Bewegung-ALT	A71AAA3E-D299-4BA9-8F29-2D02C74A85AE	1
540	3273	hier	B-Positionierung	030E8423-EDCB-4F2E-ADC1-A4A5E16BEB77	1
541	3278	seine	O	none	0
542	3284	grauen	O	none	0
543	3290	\n               	O	none	0
544	3306	Gewänder	O	none	0
545	3314	?	O	none	0
546	3316	Sie	O	none	0
547	3320	flattern	B-Bewegung-Objekt	CBC94BFF-3AA0-4F46-B458-EC2EF6AD57B4	1
548	3329	von	B-Richtung	625045D4-A4A1-45F4-BE43-E4581D53B479	1
549	3333	den	O	none	0
550	3337	Bäumen	O	none	0
551	3343	,	O	none	0
552	3345	sie	O	none	0
553	3349	ziehen	B-Bewegung-Objekt	A9DAFA1F-67BD-47BF-B0D0-BD63A64B800F	1
554	3356	durch	B-Richtung	93F05FFD-AE00-4622-8BA3-7F05B2FF4E42	1
555	3362	die	O	none	0
556	3366	Luft	B-Ort-Container	F47B957D-0BEF-4D34-B9DB-C76AE585F00C	1
557	3370	,	O	none	0
558	3372	mattscheinend	B-Bewegung-Licht	4A61918B-21CC-4AD5-A87B-073B55FC85AA	1
559	3385	,	O	none	0
560	3386	\n               	O	none	0
561	3402	zerfließend	O	none	0
562	3413	,	O	none	0
563	3415	sich	O	none	0
564	3420	wieder	O	none	0
565	3427	verwebend	B-Bewegung-Objekt	F7768D99-9608-4DDA-99AC-E1B9918BDF07	1
566	3436	.	O	none	0
567	3438	Und	O	none	0
568	3442	höher	B-Dimensionierung-Groesse	116A40BB-9B1F-40E9-86F3-53AE2E5DE943	1
569	3448	erheben	B-Bewegung-Objekt	4CBF547D-D2D6-4370-A808-1E0165837921	1
570	3456	sich	O	none	0
571	3461	die	O	none	0
572	3465	dämmrigen	O	none	0
573	3475	Gebilde	O	none	0
574	3482	.	O	none	0
575	3484	Sie	O	none	0
576	3487	\n               	O	none	0
577	3503	schweben	B-Bewegung-Objekt	1644B2E9-CA22-4811-946F-42F348256677	1
578	3512	dem	O	none	0
579	3516	Wanderer	O	none	0
580	3525	über	B-Richtung	90F1AE7E-CA03-4FFF-AAA6-2BC905C412C1	1
581	3530	das	O	none	0
582	3534	Haupt	O	none	0
583	3539	,	O	none	0
584	3541	die	O	none	0
585	3545	düstern	O	none	0
586	3553	Massen	B-Dimensionierung-Menge	17E9E133-9105-4A45-9F4F-F3715E0232C8	2
587	3560	der	I-Dimensionierung-Menge	17E9E133-9105-4A45-9F4F-F3715E0232C8	2
588	3564	Bäume	O	none	0
589	3570	verschwinden	B-Bewegung-ALT	D99D1834-7BB5-45AB-94A8-B403797D0D38	1
590	3582	,	O	none	0
591	3584	auch	O	none	0
592	3588	\n               	O	none	0
593	3604	den	O	none	0
594	3608	Himmel	B-Ort-Objekt	93901E6B-6C47-46CB-8497-742348DC82A0	1
595	3615	verbirgt	B-Bewegung-ALT	A5338FFC-42B8-43D7-B197-53412B0E546C	1
596	3624	die	O	none	0
597	3628	Dämmerung	O	none	0
598	3637	,	O	none	0
599	3639	jeder	B-Dimensionierung-Menge	0891EA8A-E1C3-42F3-B885-DCDD5DE7F320	1
600	3645	Umriß	O	none	0
601	3651	löst	O	none	0
602	3656	sich	O	none	0
603	3661	auf	O	none	0
604	3665	in	O	none	0
605	3668	ein	O	none	0
606	3672	Chaos	O	none	0
607	3678	von	O	none	0
608	3681	\n               	O	none	0
