Token_ID	Text_Pointer	Token	Tag	Annotation_ID	Multi_Token_Annotation
203	1527	gab	B-Bewegung-ALT	43D477B1-FF55-43A9-BCA6-E5EC4B571D27	1
204	1531	Herta	O	none	0
205	1537	dem	O	none	0
206	1541	fragenden	B-Bewegung-ALT	6C5C2F6F-183B-45E7-94ED-C844A6FAB5BD	1
207	1551	Clemens	O	none	0
208	1559	zusagende	B-Bewegung-ALT	C889C274-2E03-4539-BE0E-47F7002E3BF5	1
209	1569	Antwort	O	none	0
210	1577	und	O	none	0
211	1580	\n                     	O	none	0
212	1602	bestellte	B-Bewegung-Subjekt	2603679A-C121-408B-8A12-F864001CC63B	1
213	1612	ihn	O	none	0
214	1616	mit	O	none	0
215	1620	seiner	O	none	0
216	1627	Geliebten	O	none	0
217	1637	am	O	none	0
218	1640	Tage	O	none	0
219	1645	nach	O	none	0
220	1650	dem	O	none	0
221	1654	Feste	O	none	0
222	1660	wieder	O	none	0
223	1667	aufs	B-Richtung	C012E9B1-3287-4CE9-8E58-78E3EC47945A	1
224	1672	Schloß	B-Ort-Container-BK	9AAA2CEE-2D68-4D12-BCB4-3A293FF15022	1
225	1678	.	O	none	0
226	1680	–	O	none	0
227	1681	\n                     	O	none	0
228	1703	Da	O	none	0
229	1706	in	O	none	0
230	1709	der	O	none	0
231	1713	Zwischenzeit	O	none	0
232	1726	nichts	O	none	0
233	1733	Bedeutendes	O	none	0
234	1745	sich	O	none	0
235	1750	zutrug	B-Bewegung-ALT	54835D34-649C-49EA-BCA4-99B974B2B84C	1
236	1756	,	O	none	0
237	1758	übergehen	O	none	0
238	1768	wir	O	none	0
239	1772	dieselbe	O	none	0
240	1780	\n                     	O	none	0
241	1802	mit	O	none	0
242	1806	Stillschweigen	O	none	0
243	1820	.	O	none	0
244	1822	–	O	none	0
245	1823	\n	O	none	0
246	1824	Zur	O	none	0
247	1828	festgesetzten	O	none	0
248	1842	Zeit	O	none	0
249	1847	wurden	O	none	0
250	1854	ihr	O	none	0
251	1858	am	O	none	0
252	1861	Tage	O	none	0
253	1866	nach	O	none	0
254	1871	Ostern	O	none	0
255	1878	die	O	none	0
256	1882	Wenden	O	none	0
257	1889	gemeldet	B-Bewegung-ALT	487F1D9B-094A-48F6-B442-4AE69DC35F5F	1
258	1898	und	O	none	0
259	1901	\n                     	O	none	0
260	1923	Herta	O	none	0
261	1929	ließ	B-Bewegung-Subjekt	6EE93DBD-C517-4011-83CE-66EFA7CDA003	2
262	1934	ihre	O	none	0
263	1939	Schutzbefohlene	O	none	0
264	1955	sogleich	O	none	0
265	1964	vor	B-Bewegung-Subjekt	6EE93DBD-C517-4011-83CE-66EFA7CDA003	2
266	1967	.	O	none	0
267	1969	Sie	O	none	0
268	1973	ward	O	none	0
269	1978	überrascht	O	none	0
270	1989	von	O	none	0
271	1993	der	O	none	0
272	1996	\n                     	O	none	0
273	2018	verschämten	O	none	0
274	2030	Lieblichkeit	O	none	0
275	2043	Haideröschens	O	none	0
276	2057	und	O	none	0
277	2061	konnte	O	none	0
278	2068	jetzt	O	none	0
279	2074	wohl	O	none	0
280	2079	begreifen	B-Bewegung-ALT	34F35964-9C41-4787-AF45-9E539A6131B2	1
281	2088	,	O	none	0
282	2090	daß	O	none	0
283	2093	\n                     	O	none	0
284	2115	diese	O	none	0
285	2121	frische	O	none	0
286	2128	,	O	none	0
287	2130	naive	O	none	0
288	2136	Mädchenknospe	O	none	0
289	2150	die	O	none	0
290	2154	Sinne	O	none	0
291	2160	 	O	none	0
292	2161	ihres	O	none	0
293	2167	lockeren	O	none	0
294	2176	Vetters	O	none	0
295	2184	hatte	O	none	0
296	2189	\n                     	O	none	0
297	2211	bestricken	O	none	0
298	2222	und	O	none	0
299	2226	in	O	none	0
300	2229	Flammen	O	none	0
301	2237	setzen	B-Bewegung-ALT	27254000-372D-4F29-A789-26BDB1AEF529	1
302	2244	können	O	none	0
303	2250	.	O	none	0
304	2251	\n	O	none	0
305	2252	Die	O	none	0
306	2256	Wendin	O	none	0
307	2263	hatte	O	none	0
308	2269	ihren	O	none	0
309	2275	besten	O	none	0
310	2282	Staat	B-Ort-ALT	FC5894F5-C821-4496-9312-7F972C4F9162	1
311	2288	aufgelegt	B-Bewegung-Subjekt	A8061B9D-3278-40CE-AFAD-8DA92D584014	1
312	2297	,	O	none	0
313	2299	der	O	none	0
314	2303	in	O	none	0
315	2306	jener	O	none	0
316	2312	einfachen	O	none	0
317	2322	Kleidung	O	none	0
318	2330	\n                     	O	none	0
319	2352	bestand	O	none	0
320	2359	,	O	none	0
321	2361	die	O	none	0
322	2365	wir	O	none	0
323	2369	schon	O	none	0
324	2375	früher	O	none	0
325	2382	beschrieben	B-Bewegung-Subjekt	EBF11FFA-2B58-4B3F-8F2D-1EBAD1BB1031	1
326	2394	haben	O	none	0
327	2399	.	O	none	0
328	2401	Eine	O	none	0
329	2406	dichte	B-Dimensionierung-Abstand	363B31C2-9063-43FE-82B0-950D3BC323FD	1
330	2413	Reihe	O	none	0
331	2419	goldener	O	none	0
332	2427	\n                     	O	none	0
333	2449	krauser	O	none	0
334	2457	Löckchen	O	none	0
335	2466	drang	B-Bewegung-ALT	027446AB-2F35-4A76-8D2A-65424E6D6BD2	2
336	2472	unter	B-Positionierung	7D54A4A1-416C-499F-BFCD-97D350E0897B	1
337	2478	dem	O	none	0
338	2482	sauber	O	none	0
339	2489	geglätteten	O	none	0
340	2501	leinenen	O	none	0
341	2510	Spitzenhäubchen	O	none	0
342	2525	\n                     	O	none	0
343	2547	hervor	B-Bewegung-ALT	027446AB-2F35-4A76-8D2A-65424E6D6BD2	2
344	2554	und	O	none	0
345	2558	umsäumte	B-Bewegung-ALT	A7B15F72-5E9D-4312-9FEE-A38DA83CEB12	1
346	2567	die	O	none	0
347	2571	klare	O	none	0
348	2577	Stirn	O	none	0
349	2583	des	O	none	0
350	2587	lieblichen	O	none	0
351	2598	Kindes	O	none	0
352	2605	mit	O	none	0
353	2609	einer	O	none	0
354	2615	reizenden	O	none	0
355	2624	\n                     	O	none	0
356	2646	Glorie	O	none	0
357	2652	.	O	none	0
358	2654	Schüchtern	O	none	0
359	2665	und	O	none	0
360	2669	von	O	none	0
361	2673	Dankgefühl	O	none	0
362	2684	durchdrungen	B-Bewegung-ALT	62C6FEDC-4B60-4F35-BF3B-1376B19017DD	1
363	2696	,	O	none	0
364	2698	warf	B-Bewegung-Subjekt	423DA2B3-CDE4-4502-AF19-4DEB060ED819	1
365	2703	sich	O	none	0
366	2708	Haideröschen	O	none	0
367	2721	vor	B-Positionierung	77946DFC-3A81-4D4B-A0D2-E92E3B5E4395	1
368	2724	\n                     	O	none	0
369	2746	Herta	O	none	0
370	2752	auf	B-Richtung	7AD977FE-8258-4B1A-877B-4B5131BAF444	1
371	2756	die	O	none	0
372	2760	Knie	O	none	0
373	2765	und	O	none	0
374	2769	stammelte	B-Bewegung-Schall	79E9259B-0055-49B2-A30C-8B2E4891763E	1
375	2779	unter	O	none	0
376	2785	Freudenthränen	O	none	0
377	2799	:	O	none	0
378	2800	\n	O	none	0
379	2801	»	O	none	0
380	2802	Dank	O	none	0
381	2806	,	O	none	0
382	2808	tausend	O	none	0
383	2816	Dank	O	none	0
384	2820	,	O	none	0
385	2822	gütige	O	none	0
386	2829	Herrin	O	none	0
387	2835	,	O	none	0
388	2837	für	O	none	0
389	2841	so	O	none	0
390	2844	viel	O	none	0
391	2849	Gnade	O	none	0
392	2854	!	O	none	0
393	2855	«	O	none	0
394	2856	\n	O	none	0
395	2857	»	O	none	0
396	2858	Steh	B-Bewegung-Subjekt	036FAE9D-B780-49F2-B4A3-F321D51426A6	2
397	2862	'	O	none	0
398	2864	auf	B-Bewegung-Subjekt	036FAE9D-B780-49F2-B4A3-F321D51426A6	2
399	2867	,	O	none	0
400	2869	mein	O	none	0
401	2874	Kind	O	none	0
402	2878	!	O	none	0
403	2879	«	O	none	0
404	2881	sagte	B-Bewegung-Schall	C4D01CB9-F1A0-4FFC-B3EF-62E09C810538	1
405	2887	Herta	O	none	0
406	2892	,	O	none	0
407	2894	der	O	none	0
408	2898	Wendin	O	none	0
409	2905	liebreich	O	none	0
410	2915	beide	B-Dimensionierung-Menge	46FB52EA-6598-4075-91CB-25FC7542A4F6	1
411	2921	Hände	O	none	0
412	2927	reichend	B-Bewegung-Subjekt	E20909B0-99D2-499F-8D69-1DAF68F9503D	1
413	2935	.	O	none	0
414	2936	\n                     	O	none	0
415	2958	»	O	none	0
416	2959	Umarme	B-Bewegung-Subjekt	512B47C2-D78F-43D8-B5C3-DE10015F379D	1
417	2966	mich	O	none	0
418	2971	und	O	none	0
419	2975	betrachte	B-Bewegung-ALT	AD547FF4-0D52-4BCF-B085-FB23EE5E8167	1
420	2985	mich	O	none	0
421	2990	wie	O	none	0
422	2994	eine	O	none	0
423	2999	Schwester	O	none	0
424	3008	.	O	none	0
425	3010	Auch	O	none	0
426	3015	mir	O	none	0
427	3019	nagt	B-Bewegung-ALT	6E9A693F-7F4E-4E4F-8F58-F01F993C48B7	1
428	3024	mancher	O	none	0
429	3031	\n                     	O	none	0
430	3053	Kummer	O	none	0
431	3060	am	B-Positionierung-ALT	4752E224-C91B-4137-ABFC-946A858B904E	1
432	3063	Herzen	O	none	0
433	3070	und	O	none	0
434	3074	die	O	none	0
435	3078	Bekümmerten	O	none	0
436	3090	sollen	O	none	0
437	3097	einander	O	none	0
438	3106	ja	O	none	0
439	3109	suchen	B-Bewegung-ALT	7D547C4C-4513-4500-937F-30342000668E	1
440	3115	,	O	none	0
441	3117	trösten	O	none	0
442	3125	und	O	none	0
443	3128	\n                     	O	none	0
444	3150	aufrichten	B-Bewegung-ALT	273A4CA7-AD0D-4A76-B9E5-312DAF582274	1
445	3160	.	O	none	0
446	3162	–	O	none	0
447	3164	Arme	O	none	0
448	3169	Kleine	O	none	0
449	3175	,	O	none	0
450	3177	wie	O	none	0
451	3181	Du	O	none	0
452	3184	zitterst	O	none	0
453	3192	!	O	none	0
454	3194	Wie	O	none	0
455	3198	Dein	O	none	0
456	3203	Herz	O	none	0
457	3208	schlägt	B-Bewegung-ALT	E6FE6ADA-64B4-443F-AB07-071603B3D42B	1
458	3215	!	O	none	0
459	3217	Bist	O	none	0
460	3222	Du	O	none	0
461	3224	\n                     	O	none	0
462	3246	allein	O	none	0
463	3253	gekommen	B-Bewegung-Subjekt	80A69539-5323-4880-860E-B0FA13A14EF1	1
464	3262	oder	O	none	0
465	3267	hat	O	none	0
466	3271	Dich	O	none	0
467	3276	Dein	O	none	0
468	3281	Bräutigam	O	none	0
469	3291	begleitet	B-Bewegung-Subjekt	0F2012E9-A34E-40EC-9E87-149FE0204C5A	1
470	3300	?	O	none	0
471	3301	«	O	none	0
472	3302	\n	O	none	0
473	3303	Bei	O	none	0
474	3307	dem	O	none	0
475	3311	Worte	O	none	0
476	3317	»	O	none	0
477	3318	Bräutigam	O	none	0
478	3327	«	O	none	0
479	3329	erröthete	B-Bewegung-Subjekt	594D946A-4A40-4938-A4D0-138EB2ACCBCD	1
480	3339	Haideröschen	O	none	0
481	3352	bis	B-Richtung	E3B802CD-EA40-4851-A435-878566F59BFE	1
482	3356	an	B-Richtung	4B9A834B-4A6B-403D-9700-4C2117BB394F	1
483	3359	die	O	none	0
484	3363	Stirn	O	none	0
485	3368	.	O	none	0
486	3370	Sie	O	none	0
487	3374	schlug	B-Bewegung-Subjekt	8DB3DDF1-3930-4D74-BAB6-1EB340CBFD03	2
488	3380	\n                     	O	none	0
489	3402	die	O	none	0
490	3406	Augen	O	none	0
491	3412	 	O	none	0
492	3413	nieder	B-Bewegung-Subjekt	8DB3DDF1-3930-4D74-BAB6-1EB340CBFD03	2
493	3420	und	O	none	0
494	3424	versetzte	B-Bewegung-Schall	87D7D1F8-B692-4CA1-9F0A-F6FA6CA4710F	1
495	3433	:	O	none	0
496	3435	»	O	none	0
497	3436	Wir	O	none	0
498	3440	sind	O	none	0
499	3445	noch	O	none	0
500	3450	nicht	O	none	0
501	3456	verlobt	O	none	0
502	3463	,	O	none	0
503	3465	gnädiges	O	none	0
504	3473	\n                     	O	none	0
505	3495	Fräulein	O	none	0
506	3503	,	O	none	0
507	3505	aber	O	none	0
508	3510	Clemens	O	none	0
509	3518	hat	O	none	0
510	3522	mir	O	none	0
511	3526	gesagt	B-Bewegung-Schall	6316C9FE-5500-48C1-8B70-A28C9D205067	1
512	3532	,	O	none	0
513	3534	daß	O	none	0
514	3538	er	O	none	0
515	3541	kein	O	none	0
516	3546	anderes	O	none	0
517	3554	Mädchen	O	none	0
518	3561	,	O	none	0
519	3563	als	O	none	0
520	3567	mich	O	none	0
521	3571	,	O	none	0
522	3572	\n                     	O	none	0
523	3594	zur	O	none	0
524	3598	Frau	O	none	0
525	3603	nehmen	B-Bewegung-ALT	49BC26AC-AFAC-4CD4-914A-8BE48188814E	1
526	3610	will	O	none	0
527	3614	.	O	none	0
528	3615	«	O	none	0
529	3616	\n	O	none	0
530	3617	»	O	none	0
531	3618	Gewiß	O	none	0
532	3623	,	O	none	0
533	3625	so	O	none	0
534	3628	soll	O	none	0
535	3633	es	O	none	0
536	3636	geschehen	O	none	0
537	3645	!	O	none	0
538	3647	Ist	O	none	0
539	3651	Clemens	O	none	0
540	3659	im	B-Positionierung	0F09A9DD-77A5-4956-8B0F-1C5B206504C1	1
541	3662	Schlosse	B-Ort-Container	79AFFA74-4731-4EBB-BCDE-4A1AAAEB9627	1
542	3670	?	O	none	0
543	3671	«	O	none	0
544	3672	\n	O	none	0
545	3673	»	O	none	0
546	3674	Clemens	O	none	0
547	3681	,	O	none	0
548	3683	mein	O	none	0
549	3688	armer	O	none	0
550	3694	Vater	O	none	0
551	3700	und	O	none	0
552	3704	auch	O	none	0
553	3709	mein	O	none	0
554	3714	Pathe	O	none	0
555	3720	Ehrhold	O	none	0
556	3727	.	O	none	0
557	3729	Sie	O	none	0
558	3733	ließen	O	none	0
559	3740	sich	O	none	0
560	3745	nicht	O	none	0
561	3750	\n                     	O	none	0
562	3772	zurückhalten	B-Bewegung-Subjekt	BF243F31-9647-4870-95BD-DC7B2DAAA684	1
563	3785	und	O	none	0
564	3789	warten	O	none	0
565	3796	draußen	B-Positionierung	A8723B38-D801-47D2-8DB1-B388B911AD2C	1
566	3803	,	O	none	0
567	3805	um	O	none	0
568	3808	Ihnen	O	none	0
569	3814	für	O	none	0
570	3818	so	O	none	0
571	3821	viele	O	none	0
572	3827	unverdiente	O	none	0
573	3839	Gnade	O	none	0
574	3845	recht	O	none	0
575	3850	\n                     	O	none	0
576	3872	von	O	none	0
577	3876	Herzen	O	none	0
578	3883	zu	O	none	0
579	3886	danken	B-Bewegung-ALT	D72CC929-CAB2-4BE2-8498-A60E6F2CDE55	1
580	3892	.	O	none	0
581	3893	«	O	none	0
582	3894	\n	O	none	0
583	3895	»	O	none	0
584	3896	Das	O	none	0
585	3900	ist	O	none	0
586	3904	mir	O	none	0
587	3908	lieb	O	none	0
588	3912	,	O	none	0
589	3914	arme	O	none	0
590	3919	Kleine	O	none	0
591	3925	,	O	none	0
592	3927	denn	O	none	0
593	3932	ich	O	none	0
594	3936	glaube	O	none	0
595	3942	,	O	none	0
596	3944	wir	O	none	0
597	3948	werden	O	none	0
598	3955	ihrer	O	none	0
599	3961	in	O	none	0
600	3964	Kurzem	O	none	0
601	3970	\n                     	O	none	0
602	3992	bedürfen	O	none	0
603	4000	.	O	none	0
604	4002	Dein	O	none	0
605	4007	Widersacher	O	none	0
606	4019	ist	O	none	0
607	4023	nämlich	O	none	0
608	4031	hier	B-Positionierung	46EBAD74-4973-4413-BE50-F18D377558A1	1
609	4036	erschienen	B-Bewegung-Subjekt	2D575D09-B48A-4DDA-8E9D-763803F25391	1
610	4047	und	O	none	0
611	4051	hat	O	none	0
612	4055	Dich	O	none	0
613	4060	bei	O	none	0
614	4064	seinem	O	none	0
615	4070	\n                     	O	none	0
616	4092	Vater	O	none	0
617	4098	verklagt	O	none	0
618	4106	.	O	none	0
619	4107	«	O	none	0
620	4108	\n	O	none	0
621	4109	»	O	none	0
622	4110	Graf	O	none	0
623	4115	Magnus	O	none	0
624	4121	?	O	none	0
625	4122	«	O	none	0
626	4124	rief	B-Bewegung-Schall	D0FEE8F9-9DE9-441B-BFCF-838B4193A741	2
627	4129	Haideröschen	O	none	0
628	4142	erbleichend	O	none	0
629	4154	aus	B-Bewegung-Schall	D0FEE8F9-9DE9-441B-BFCF-838B4193A741	2
630	4157	.	O	none	0
631	4158	\n	O	none	0
632	4159	»	O	none	0
633	4160	Ja	O	none	0
634	4162	,	O	none	0
635	4164	gutes	O	none	0
636	4170	Mädchen	O	none	0
637	4177	,	O	none	0
638	4179	er	O	none	0
639	4182	selbst	O	none	0
640	4188	.	O	none	0
641	4190	Aber	O	none	0
642	4195	fürchte	O	none	0
643	4203	Dich	O	none	0
644	4208	nicht	O	none	0
645	4214	so	O	none	0
646	4216	,	O	none	0
647	4218	er	O	none	0
648	4221	kann	O	none	0
649	4226	Dir	O	none	0
650	4230	heut	O	none	0
651	4234	\n                     	O	none	0
652	4256	kein	O	none	0
653	4261	Leid	O	none	0
654	4266	zufügen	B-Bewegung-ALT	864E0A0D-1B9C-49EC-B3C3-48636192BE83	1
655	4273	.	O	none	0
656	4275	Sein	O	none	0
657	4280	Vater	O	none	0
658	4285	,	O	none	0
659	4287	der	O	none	0
660	4291	gerechtigkeitliebende	O	none	0
661	4313	Graf	O	none	0
662	4318	Erasmus	O	none	0
663	4326	und	O	none	0
664	4330	Dein	O	none	0
665	4334	\n                     	O	none	0
666	4356	eigentlicher	O	none	0
667	4369	Gebieter	O	none	0
668	4377	,	O	none	0
669	4379	hat	O	none	0
670	4383	mir	O	none	0
671	4387	zugesagt	B-Bewegung-ALT	E819A005-275F-41BD-B8AB-4FE4A2F2010A	1
672	4395	,	O	none	0
673	4397	Dich	O	none	0
674	4402	zu	O	none	0
675	4405	schützen	O	none	0
676	4413	.	O	none	0
677	4415	Du	O	none	0
678	4418	stehst	O	none	0
679	4425	also	O	none	0
680	4430	unter	O	none	0
681	4435	\n                     	O	none	0
682	4457	seiner	O	none	0
683	4464	Obhut	O	none	0
684	4469	,	O	none	0
685	4471	und	O	none	0
686	4475	wenn	O	none	0
687	4480	Du	O	none	0
688	4483	mir	O	none	0
689	4487	offen	O	none	0
690	4493	und	O	none	0
691	4497	wahrheitsgetreu	O	none	0
692	4513	den	O	none	0
693	4517	Vorgang	O	none	0
694	4525	mit	O	none	0
695	4529	dem	O	none	0
696	4532	\n                     	O	none	0
697	4554	bösen	O	none	0
698	4560	 	O	none	0
699	4561	Grafen	O	none	0
700	4568	Magnus	O	none	0
701	4575	erzählst	B-Bewegung-Schall	05C9CCD8-CCF5-41B4-B7EB-05E181DF9AE8	1
702	4583	,	O	none	0
703	4585	so	O	none	0
704	4588	kann	O	none	0
705	4593	Dir	O	none	0
706	4597	Niemand	O	none	0
707	4605	ein	O	none	0
708	4609	Haar	O	none	0
709	4614	krümmen	B-Bewegung-ALT	F017ED59-CA7A-40CA-BFAF-93089537E31F	1
710	4621	.	O	none	0
711	4622	«	O	none	0
712	4623	\n	O	none	0
713	4624	»	O	none	0
714	4625	Muß	O	none	0
715	4629	ich	O	none	0
716	4633	denn	O	none	0
717	4638	meinen	O	none	0
718	4645	Todfeind	O	none	0
719	4654	sehen	B-Bewegung-Licht	078B6262-D391-437C-B6A4-947384AEB09B	1
720	4659	?	O	none	0
721	4660	«	O	none	0
722	4662	fragte	B-Bewegung-Schall	4801CCD2-D949-4BB2-837A-A0626B957806	1
723	4669	Haideröschen	O	none	0
724	4681	.	O	none	0
725	4682	\n	O	none	0
726	4683	»	O	none	0
727	4684	Nicht	O	none	0
728	4690	blos	O	none	0
729	4695	sehen	B-Bewegung-Licht	0AD99D16-BBE6-48EA-8A5C-76E8C3EE4454	1
730	4701	wirst	O	none	0
731	4707	Du	O	none	0
732	4710	ihn	O	none	0
733	4713	,	O	none	0
734	4715	Du	O	none	0
735	4718	mußt	O	none	0
736	4723	ihn	O	none	0
737	4727	auch	O	none	0
738	4732	als	O	none	0
739	4736	Deinen	O	none	0
740	4743	Verführer	O	none	0
741	4752	\n                     	O	none	0
742	4774	bezeichnen	O	none	0
743	4785	und	O	none	0
744	4789	genau	O	none	0
745	4795	Alles	O	none	0
746	4800	,	O	none	0
747	4802	was	O	none	0
748	4806	er	O	none	0
749	4809	Dir	O	none	0
750	4813	vorgespiegelt	O	none	0
